SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27566,2025-03-28T08:32:23Z,Communication,Configuration,X509 Certificate Seen for First Time,"Asset 1919 seen using a certificate that hasn't been observed before.
 subject: 
 issuer:",X509 Certificate First Seen,"1919,2896",,,10.0.10.30,10.0.242.127,,0d6aed15-ff39-44b7-869c-0723449d3a77,
Low,27619,2025-03-28T08:35:26Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,ac25a308-5f31-40b5-a580-1e5dfce9c5cf,
Low,27620,2025-03-28T08:35:35Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,d1b3a82c-082b-4b2c-ad10-b9b6ad2ba27e,
Low,27621,2025-03-28T08:35:26Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,a702a318-077e-45ba-bf0a-a9317accff88,
Low,27622,2025-03-28T08:35:26Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,44c0874d-3705-451e-8bc2-8a38a5ae417a,
Low,27623,2025-03-28T08:35:26Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,d7e8d6c1-fa3b-41c4-8a12-b10db595930e,
Low,27624,2025-03-28T08:35:25Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,be58a361-e040-4fc0-ae6d-671d5a03a725,
Low,27651,2025-03-28T08:32:24Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,c54e872a-9b4a-4a26-af91-c6ee4a00be21,
Low,27672,2025-03-28T08:31:17Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.10.30.,SSH Authentication Failure,"1919,2896",,,10.0.242.127,10.0.10.30,,db6f940d-dff0-4365-9456-98ef34323604,
Low,29607,2025-03-28T08:57:58Z,Communication,Configuration,Detected 11 NewSMBTraffic between 2025-03-28T08:45:54.336Z and 2025-03-28T08:57:58.687Z,"Sample NewSMBTraffic values include:
  dst__port: ('',);
  dst_asset_id: 1732, 50, 1841, 46, 1916, 1754, 1686, 1810, 1921, 151;
  uuid: 544c4c49-960c-4a79-9358-c966c0b03a6a, 380c258d-3b25-408f-8bbd-ae0d350cab80, 473a6aff-b55c-4d96-a785-b0005978c327, b3688414-6495-4c11-adce-e28cef1c8bf4, eb70bc18-7260-4bb0-aa14-77aa2e73e16b, 9680cd6c-100b-4cfd-8dd3-b61627f5ad2c, d5159965-c70f-46f4-b0a4-3afa6714c62a, d5f92c98-0997-4ef3-ac45-1d8572e4e662, 1c63caed-4b38-4b60-b31c-80b3feb3a91e, eeee609a-4e55-4805-8924-6b4358952d05;
  src__mac: ;
  dst__mac: ;
  log_type: SMB_FileInfo, SMB_TreeInfo;
  protocol: ;
  versions: , SMB2, SMB1;
  src_asset_id: 44, 1898, 1910, 154, 1807, 1914, 1729, 1921, 151, 1687;
  dst__ip: ;
  src__port: ('',);
  src__ip: ;",New SMB Communication Detection,"1732,1754,1810,1914,44,1898,1910,151,1921,154,1686,1841,1807,1729,1687,50,46,1916",,,"10.0.7.30,10.0.1.29,10.0.6.30,10.0.12.30,10.0.1.30,10.0.9.30,10.0.2.30,10.0.10.44,10.0.9.29,10.0.8.29","10.0.9.11,10.0.6.11,10.0.6.12,10.0.1.30,10.0.9.30,10.0.10.43,10.0.7.12,10.0.2.29,10.0.1.12,10.0.8.30",,"544c4c49-960c-4a79-9358-c966c0b03a6a, 380c258d-3b25-408f-8bbd-ae0d350cab80, 473a6aff-b55c-4d96-a785-b0005978c327, b3688414-6495-4c11-adce-e28cef1c8bf4, eb70bc18-7260-4bb0-aa14-77aa2e73e16b, 9680cd6c-100b-4cfd-8dd3-b61627f5ad2c, d5159965-c70f-46f4-b0a4-3afa6714c62a, d5f92c98-0997-4ef3-ac45-1d8572e4e662, 1c63caed-4b38-4b60-b31c-80b3feb3a91e, eeee609a-4e55-4805-8924-6b4358952d05",
