SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,39813,2025-03-28T15:52:59Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.30.,SSH Authentication Failure,"2896,1914",,,10.0.242.127,10.0.7.30,,6efdbf22-16bf-4a6d-bd27-cd7738ed8779,
Low,39941,2025-03-28T15:53:20Z,Communication,Configuration,Detected 26 NewX509Certificate between 2025-03-28T15:39:45.914Z and 2025-03-28T15:53:20.163Z,"Sample NewX509Certificate values include:
  server: 3.167.227.102, 95.100.158.114, 34.250.89.120, 199.232.19.19, 52.216.213.96, 172.217.16.168, 151.101.1.91, 104.18.29.104, 184.30.22.94, 13.74.142.52;
  subject: , C=US, ST=California, L=San Francisco, O=Mozilla Corporation, CN=addons.mozilla.org, C=US, ST=California, L=South San Francisco, O=Stripe, Inc, CN=*.stripe.com, CN=archive.mozilla.org, C=US, ST=WA, L=Redmond, O=Microsoft, OU=DSP, CN=*.prod.do.dsp.mp.microsoft.com, CN=*.services.mozilla.com;
  not_before: , 2025-03-04T20:39:31Z, 2025-01-31T11:43:37Z, 2025-01-30T00:00:00Z, 2025-03-10T19:48:24Z, 2024-04-19T00:00:00Z;
  server_asset_id: 4204, 4192, 4182, 4199, 4212, 4213, 4193, 4216, 4211, 4190;
  dst__port: ('',);
  dns: ;
  uuid: 09a92ae7-4efb-453e-afd1-e54fbcf72ee9, dae0ec80-29d9-4be7-92e9-8bd40572b0e5, 3687bb63-1ed4-4bd9-b488-c23d1ee92ae9, 8ad8e2d5-b016-468a-aa22-29ee19619816, 021aea56-86e6-4e84-aa85-9f8286160f50, 3846406b-b2da-415b-8589-e94fbc6be5f6, a7a7d0ce-b343-47df-8605-74d790b92bc9, 1f228568-193f-4a9e-8e51-5f4d4abf499f, c5678388-3d3c-4f5e-a2c8-433161871218, 88a82dcc-e0f2-4dad-931b-82d95171022b;
  issuer: , C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1, C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=Microsoft ECC Content Distribution Secure Server CA 2.1, C=US, O=Let's Encrypt, CN=R10, C=US, O=DigiCert Inc, CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1;
  client_asset_id: 44, 1916, 1772, 1746, 1801, 1921;
  src__mac: ;
  not_after: , 2026-03-04T20:39:31Z, 2025-05-01T23:59:59Z, 2025-06-08T19:48:23Z, 2025-05-07T23:59:59Z, 2025-05-01T11:43:36Z;
  dst__mac: ;
  protocol: ;
  dst__ip: ;
  client: 10.0.1.29, 10.0.6.29, 10.0.9.30, 10.0.8.30, 10.0.7.11, 10.0.10.29;
  src__port: ('',);
  src__ip: ;",X509 Certificate First Seen,"1772,1921,1916,4192,1801,44,1746,4204,4182,4199,4212,4213,4193,4216,4211,4190",,,"3.167.227.102,199.232.16.176,51.132.193.105,44.240.131.83,199.232.19.19,172.67.69.238,18.245.46.117,52.182.143.208,151.101.1.91,52.168.112.67","10.0.7.11,10.0.9.30,10.0.8.30,10.0.10.29,10.0.1.29,10.0.6.29",,"09a92ae7-4efb-453e-afd1-e54fbcf72ee9, dae0ec80-29d9-4be7-92e9-8bd40572b0e5, 3687bb63-1ed4-4bd9-b488-c23d1ee92ae9, 8ad8e2d5-b016-468a-aa22-29ee19619816, 021aea56-86e6-4e84-aa85-9f8286160f50, 3846406b-b2da-415b-8589-e94fbc6be5f6, a7a7d0ce-b343-47df-8605-74d790b92bc9, 1f228568-193f-4a9e-8e51-5f4d4abf499f, c5678388-3d3c-4f5e-a2c8-433161871218, 88a82dcc-e0f2-4dad-931b-82d95171022b",
Low,39956,2025-03-28T15:56:27Z,Communication,Configuration,Detected 6 RDP New Comms between 2025-03-28T15:44:29.500Z and 2025-03-28T15:56:27.458Z,"Sample RDP New Comms values include:
  rdp_client_name: ;
  dst__port: ('',);
  ip_src: 10.0.5.11, 10.0.12.11, 10.0.1.59, 10.0.8.11, 10.0.1.44, 10.0.7.43;
  dst_asset_id: 1910, 1772, 1916, 141, 151, 1695;
  rdp_keyboard_layout: ;
  ip_dst: 10.0.1.30, 10.0.5.43, 10.0.8.30, 10.0.7.11, 10.0.1.44, 10.0.12.30;
  rdp_selected_protocol: , hybrid, hybrid_ex;
  src__mac: ;
  dst__mac: ;
  protocol: ;
  src_asset_id: 1699, 145, 1767, 141, 1742, 1779;
  dst__ip: ;
  src__port: ('',);
  rdp_rt_cookie: , User1, fernando, devel;
  src__ip: ;",RDP New Comms Pattern,"1772,1699,145,1767,141,1742,1779,1910,1916,151,1695",,,"10.0.5.11,10.0.1.59,10.0.7.43,10.0.1.44,10.0.12.11,10.0.8.11","10.0.7.11,10.0.1.44,10.0.12.30,10.0.8.30,10.0.1.30,10.0.5.43",,,
Low,40998,2025-03-28T16:00:43Z,Communication,Configuration,RDP New Comms,"New RDP communication profile from host 10.0.7.11 (1772) to host 10.0.7.12 (1841). If unencrypted, may also include the RDP cookie (), selected protocol (hybrid_ex), client_name (), and keyboard_layout ().",RDP New Comms Pattern,"1772,1841",,,10.0.7.11,10.0.7.12,,,
Medium,41492,2025-03-28T16:19:50Z,Indicator,Indicator,WinRM wsman Access,WinRM wsman Access,WinRM Signatures,"1841,1914",,,10.0.7.30,10.0.7.12,,Network Traffic,
Medium,41494,2025-03-28T16:20:02Z,Indicator,Indicator,Evil-WinRM User Agent Rapid Usage,Evil-WinRM User Agent Rapid Usage,WinRM Signatures,"1841,1914",,,10.0.7.30,10.0.7.12,,Network Traffic,
Medium,41495,2025-03-28T16:19:50Z,Indicator,Indicator,Evil-WinRM User Agent,Evil-WinRM User Agent,WinRM Signatures,"1841,1914",,,10.0.7.30,10.0.7.12,,Network Traffic,
Medium,41608,2025-03-28T16:21:13Z,Indicator,Threat Behavior,RDP Auth Bypass Attempt Possible,RDP Auth Bypass Attempt Possible,RDP Negotiation Request,"1914,1772",,,10.0.7.30,10.0.7.11,,Network Traffic,
Medium,41617,2025-03-28T16:23:19Z,Indicator,Indicator,Evil-WinRM User Agent,Evil-WinRM User Agent,WinRM Signatures,"1841,1914",,,10.0.7.30,10.0.7.12,,Network Traffic,
Low,41694,2025-03-28T16:17:45Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1914 (10.0.7.30) to then pivot to asset 1772 (10.0.7.11) via RDP.,Interactive Session Pivots,"1772,2896",,,10.0.242.127,10.0.7.11,,,
Low,41701,2025-03-28T16:19:50Z,Communication,Indicator,Failed HTTP Logon,"Asset 1841 (10.0.7.12) returned an HTTP response code of 401 'Unauthorized' to asset 1914 (10.0.7.30), which represents a failed logon attempt via HTTP by asset 1914. Logon attempts that result in HTTP status codes such as 401 'Unauthorized', 403 'Forbidden', or 407 'Proxy Authentication Required' can occur legitimately when users mistype credentials or attempt to access resources they are not authorized to use; however, they can also be indicative of malicious activities, such as unauthorized access attempts, brute force attacks, or the misuse of stolen credentials, where adversaries are testing access controls and trying to gain illicit entry into systems.",HTTP Auth Failure,"1841,1914",,,10.0.7.12,10.0.7.30,,5ae0c868-51d6-45a0-bbfc-4ad77f5a3615,
Low,41718,2025-03-28T16:26:21Z,Communication,Configuration,Detected 6 RDP New Comms between 2025-03-28T16:13:11.078Z and 2025-03-28T16:26:21.269Z,"Sample RDP New Comms values include:
  rdp_client_name: ;
  dst__port: ('',);
  ip_src: 10.0.9.44, 10.0.9.59, 10.0.7.11, 10.0.1.44, 10.0.7.44;
  dst_asset_id: 1727, 2896, 1921, 1914, 151;
  rdp_keyboard_layout: ;
  ip_dst: 10.0.7.30, 10.0.242.127, 10.0.9.30, 10.0.1.30, 10.0.9.44;
  rdp_selected_protocol: ;
  src__mac: ;
  dst__mac: ;
  protocol: ;
  src_asset_id: 1727, 1772, 1859, 141, 1768;
  dst__ip: ;
  src__port: ('',);
  rdp_rt_cookie: Kenneth, plumetech, devel, kenneth;
  src__ip: ;",RDP New Comms Pattern,"1914,2896,151,1727,1772,1859,141,1768,1921",,,"10.0.9.44,10.0.7.11,10.0.9.59,10.0.1.44,10.0.7.44","10.0.7.30,10.0.242.127,10.0.1.30,10.0.9.44,10.0.9.30",,,
Medium,41719,2025-03-28T16:28:35Z,Indicator,Indicator,Evil-WinRM User Agent,Evil-WinRM User Agent,WinRM Signatures,"1841,1914",,,10.0.7.30,10.0.7.12,,Network Traffic,
Medium,41720,2025-03-28T16:28:44Z,Indicator,Indicator,Evil-WinRM User Agent Rapid Usage,Evil-WinRM User Agent Rapid Usage,WinRM Signatures,"1841,1914",,,10.0.7.30,10.0.7.12,,Network Traffic,
Low,41939,2025-03-28T16:33:47Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.30.,SSH Authentication Failure,"2896,1914",,,10.0.242.127,10.0.7.30,,18012320-ebb2-4da1-9563-6d707a02a452,
