SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27557,2025-03-28T08:32:21Z,Communication,Configuration,New SMB Communication detected,New SMB_TreeInfo (version: ) traffic between Asset:1789 and Asset:1690,New SMB Communication Detection,"1690,1789",,,10.0.8.44,10.0.8.43,,b809bfd3-3ee9-4db8-a47c-6fccfbcf422c,
Low,27609,2025-03-28T08:37:37Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.8.30.,SSH Authentication Failure,"1916,2896",,,10.0.242.127,10.0.8.30,,0c45733c-5ff6-4716-8b2d-2bb93be4eac8,
Low,27618,2025-03-28T08:35:34Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.8.30.,SSH Authentication Failure,"1916,2896",,,10.0.242.127,10.0.8.30,,58802111-1a1b-4510-8634-1e3e141494ba,
Low,27667,2025-03-28T08:31:36Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.8.30.,SSH Authentication Failure,"1916,2896",,,10.0.242.127,10.0.8.30,,3a999666-6cb8-467d-9194-a40028b01c69,
Low,27668,2025-03-28T08:31:36Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.8.30.,SSH Authentication Failure,"1916,2896",,,10.0.242.127,10.0.8.30,,87e8c7a3-91bc-4e6f-8ce7-75dfbc6913f9,
Low,29607,2025-03-28T08:57:58Z,Communication,Configuration,Detected 11 NewSMBTraffic between 2025-03-28T08:45:54.336Z and 2025-03-28T08:57:58.687Z,"Sample NewSMBTraffic values include:
  dst__port: ('',);
  dst_asset_id: 1732, 50, 1841, 46, 1916, 1754, 1686, 1810, 1921, 151;
  uuid: 544c4c49-960c-4a79-9358-c966c0b03a6a, 380c258d-3b25-408f-8bbd-ae0d350cab80, 473a6aff-b55c-4d96-a785-b0005978c327, b3688414-6495-4c11-adce-e28cef1c8bf4, eb70bc18-7260-4bb0-aa14-77aa2e73e16b, 9680cd6c-100b-4cfd-8dd3-b61627f5ad2c, d5159965-c70f-46f4-b0a4-3afa6714c62a, d5f92c98-0997-4ef3-ac45-1d8572e4e662, 1c63caed-4b38-4b60-b31c-80b3feb3a91e, eeee609a-4e55-4805-8924-6b4358952d05;
  src__mac: ;
  dst__mac: ;
  log_type: SMB_FileInfo, SMB_TreeInfo;
  protocol: ;
  versions: , SMB2, SMB1;
  src_asset_id: 44, 1898, 1910, 154, 1807, 1914, 1729, 1921, 151, 1687;
  dst__ip: ;
  src__port: ('',);
  src__ip: ;",New SMB Communication Detection,"1732,1754,1810,1914,44,1898,1910,151,1921,154,1686,1841,1807,1729,1687,50,46,1916",,,"10.0.7.30,10.0.1.29,10.0.6.30,10.0.12.30,10.0.1.30,10.0.9.30,10.0.2.30,10.0.10.44,10.0.9.29,10.0.8.29","10.0.9.11,10.0.6.11,10.0.6.12,10.0.1.30,10.0.9.30,10.0.10.43,10.0.7.12,10.0.2.29,10.0.1.12,10.0.8.30",,"544c4c49-960c-4a79-9358-c966c0b03a6a, 380c258d-3b25-408f-8bbd-ae0d350cab80, 473a6aff-b55c-4d96-a785-b0005978c327, b3688414-6495-4c11-adce-e28cef1c8bf4, eb70bc18-7260-4bb0-aa14-77aa2e73e16b, 9680cd6c-100b-4cfd-8dd3-b61627f5ad2c, d5159965-c70f-46f4-b0a4-3afa6714c62a, d5f92c98-0997-4ef3-ac45-1d8572e4e662, 1c63caed-4b38-4b60-b31c-80b3feb3a91e, eeee609a-4e55-4805-8924-6b4358952d05",
Low,29739,2025-03-28T09:12:13Z,Communication,Configuration,Detected 12 NewSMBTraffic between 2025-03-28T09:02:13.502Z and 2025-03-28T09:12:13.674Z,"Sample NewSMBTraffic values include:
  dst__port: ('',);
  dst_asset_id: 1713, 1697, 48, 1841, 1699, 1746, 1832, 47, 1791, 1914;
  uuid: e462aa63-790b-4450-9097-793dabe814e5, f2a4ecc1-6f35-47cf-82e6-d322e3c37cd5, 841b44db-229a-4e24-bb4e-ba7bf828eaa5, 110a323e-fd75-4044-aaca-c12472fb3bb2, 79756465-53de-43af-b855-48e9c97c198d, 994cb7e2-7744-49c0-ba9e-36b4b0386a32, af9881ba-d628-41d3-ac47-e1473a6f33e4, b8517727-1053-447f-807e-7c03c3422bfe, 7c9d9661-24ad-43c2-a917-59b317301364, 48d0bc76-90cc-4430-ac9b-d419c12ff116;
  src__mac: ;
  dst__mac: ;
  log_type: SMB_FileInfo, SMB_TreeInfo;
  protocol: ;
  versions: , SMB2, SMB1;
  src_asset_id: 1680, 1905, 1898, 1896, 1936, 154, 1916, 1914;
  dst__ip: ;
  src__port: ('',);
  src__ip: ;",New SMB Communication Detection,"1680,1905,1898,1896,1936,154,1916,1914,1713,1697,48,1841,1699,1746,1832,47,1791",,,"10.0.7.29,10.0.4.30,10.0.6.30,10.0.3.30,10.0.5.30,10.0.2.30,10.0.8.30,10.0.7.30","10.0.7.30,10.0.3.11,10.0.5.12,10.0.2.11,10.0.7.12,10.0.5.11,10.0.6.29,10.0.4.11,10.0.2.12,10.0.3.12",,"e462aa63-790b-4450-9097-793dabe814e5, f2a4ecc1-6f35-47cf-82e6-d322e3c37cd5, 841b44db-229a-4e24-bb4e-ba7bf828eaa5, 110a323e-fd75-4044-aaca-c12472fb3bb2, 79756465-53de-43af-b855-48e9c97c198d, 994cb7e2-7744-49c0-ba9e-36b4b0386a32, af9881ba-d628-41d3-ac47-e1473a6f33e4, b8517727-1053-447f-807e-7c03c3422bfe, 7c9d9661-24ad-43c2-a917-59b317301364, 48d0bc76-90cc-4430-ac9b-d419c12ff116",
Low,29745,2025-03-28T09:07:10Z,Communication,Configuration,Detected 34 NewX509Certificate between 2025-03-28T08:57:13.000Z and 2025-03-28T09:07:10.716Z,"Sample NewX509Certificate values include:
  server: 151.101.2.137, 172.217.18.4, 142.250.186.35, 216.239.32.36, 10.0.12.29, 172.67.154.249, 142.251.5.84, 151.101.64.223, 142.250.186.131, 35.214.142.18;
  subject: , CN=CLI1.PLUMETECH.LOCAL, CN=rdap.net;
  not_before: , 2025-03-26T02:16:08Z, 2025-03-15T06:15:06Z;
  server_asset_id: 3572, 3560, 1737, 3516, 3563, 3566, 3559, 3570, 3567, 3574;
  dst__port: ('',);
  dns: ;
  uuid: 3ad0140a-22d9-40a1-ad0c-f8f612280c56, 1419e2b3-04b3-432a-b66f-4e262349f6bd, ca47881c-ce8b-4aa8-9373-305046f77782, 42b3d58d-0001-4742-bea8-402282073556, b2d1c4a5-404e-401b-976c-72dbb7b3c55d, edcd93a6-1491-429b-8bba-da1aed473796, 982bfc15-122a-4bcd-9bca-7a2256e4025a, 35256890-971f-4c0a-a50f-d7703ee462ec, 346de012-199d-4584-a666-463e706c7982, 44293005-494f-4311-8450-cffcec656c52;
  issuer: , C=US, O=Let's Encrypt, CN=E6, CN=CLI1.PLUMETECH.LOCAL;
  client_asset_id: 1905, 1898, 50, 1910, 1916;
  src__mac: ;
  not_after: , 2025-09-25T02:16:08Z, 2025-06-13T06:15:05Z;
  dst__mac: ;
  protocol: ;
  dst__ip: ;
  client: 10.0.4.30, 10.0.6.30, 10.0.8.30, 10.0.2.29, 10.0.12.30;
  src__port: ('',);
  src__ip: ;",X509 Certificate First Seen,"1905,1898,1916,3572,3563,3566,3570,3567,3574,1737,1910,3560,3516,3559,50",,,"142.251.5.84,142.250.186.131,142.250.184.202,216.58.206.66,142.250.186.65,142.250.186.35,10.0.12.29,151.101.64.223,18.203.219.0,64.176.191.126","10.0.4.30,10.0.6.30,10.0.8.30,10.0.12.30,10.0.2.29",,"3ad0140a-22d9-40a1-ad0c-f8f612280c56, 1419e2b3-04b3-432a-b66f-4e262349f6bd, ca47881c-ce8b-4aa8-9373-305046f77782, 42b3d58d-0001-4742-bea8-402282073556, b2d1c4a5-404e-401b-976c-72dbb7b3c55d, edcd93a6-1491-429b-8bba-da1aed473796, 982bfc15-122a-4bcd-9bca-7a2256e4025a, 35256890-971f-4c0a-a50f-d7703ee462ec, 346de012-199d-4584-a666-463e706c7982, 44293005-494f-4311-8450-cffcec656c52",
Low,29793,2025-03-28T08:59:36Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.8.11.,SSH Authentication Failure,"2896,1779",,,10.0.242.127,10.0.8.11,,e6683157-6778-4d6b-b9f2-9413f61cd5ce,
Low,30015,2025-03-28T09:28:52Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.8.30.,SSH Authentication Failure,"2896,1916",,,10.0.242.127,10.0.8.30,,f13ae3e5-e70d-4cd9-9354-bf0993d15589,
