SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,37467,2025-03-28T15:11:48Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"2896,1910",,,10.0.242.127,10.0.12.30,,6b94d133-ed44-4290-8d53-4ce0ee03ac24,
Low,37469,2025-03-28T15:11:33Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.60.,SSH Authentication Failure,"2896,1662",,,10.0.242.127,10.0.12.60,,506b7c8a-bcae-4085-b034-7ffbb3961971,
Low,37470,2025-03-28T15:12Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.45.,SSH Authentication Failure,"2896,1862",,,10.0.242.127,10.0.12.45,,59e0cdf3-e864-44e8-bc2b-0f9018fc9847,
Low,37472,2025-03-28T15:10:50Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.43.,SSH Authentication Failure,"2896,1663",,,10.0.242.127,10.0.12.43,,73017524-f170-4557-a687-d3251ac1b3e0,
Low,37473,2025-03-28T15:10:53Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.44.,SSH Authentication Failure,"2896,1744",,,10.0.242.127,10.0.12.44,,9b2f3bf2-8056-48ce-a184-90c4b146e19d,
Low,37474,2025-03-28T15:10:53Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.59.,SSH Authentication Failure,"2896,1886",,,10.0.242.127,10.0.12.59,,be498d9c-e731-40c1-800b-d52815813f95,
Low,37477,2025-03-28T15:10:35Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.11.,SSH Authentication Failure,"1742,2896",,,10.0.242.127,10.0.12.11,,a1a66145-c4c3-4bff-ab72-86da8eadd405,
Low,37904,2025-03-28T15:19:17Z,Indicator,Configuration,HTTP POST Cleartext Auth Attempt,HTTP POST Cleartext Auth Attempt,HTTP Cleartext Authentication,"2896,1662",,,10.0.242.127,10.0.12.60,,Network Traffic,
Medium,37905,2025-03-28T15:19:17Z,Indicator,Configuration,HTTP POST Cleartext Auth Success,HTTP POST Cleartext Auth Success,HTTP Cleartext Authentication,"2896,1662",,,10.0.12.60,10.0.242.127,,Network Traffic,
Medium,37989,2025-03-28T15:19:21Z,Indicator,Threat Behavior,HTTP Download Executable Smaller than 1 MB,HTTP Download Executable Smaller than 1 MB,HTTP Executable Download Signatures,"4145,1737",,,184.25.50.184,10.0.12.29,,Network Traffic,
