"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T16:10:03.967Z","10.0.6.11","High","70","A suspicious process read lsass memory. Adversaries often use this to steal credentials. If credentials were dumped, change your passwords and review the process tree.","mimikatz.exe  ","",
"2025-03-28T16:10:03.965Z","10.0.6.11","Critical","90","A process launched that shares characteristics with mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate the process tree.","mimikatz.exe  ","",
"2025-03-28T16:10:03.965Z","10.0.6.11","High","70","The LSASS process was accessed from the mimikatz hack tool.","mimikatz.exe  ","",
"2025-03-28T16:08:58.15Z","10.0.6.11","High","70","A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","mimikatz.exe  ","",
"2025-03-28T16:08:58.149Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","mimikatz.exe  ","",
"2025-03-28T16:08:41.8Z","10.0.6.11","High","70","A file written to the file-system meets the cloud-based machine learning model high confidence threshold for malicious files. Detection is based on a high degree of entropy, packing, anti-malware evasion, or other similarity to known malware.","C:\Windows\Explorer.EXE","@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178120},@{filename=mimilove.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=Local Disk (C).lnk; filepath=\Device\HarddiskVolume1\Users\plumber\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743177348}",
"2025-03-28T16:08:41.577Z","10.0.6.11","High","70","A file written to the file system meets the on-sensor machine learning high confidence threshold for malicious files. Detection is based on a high degree of entropy, packing, anti-malware evasion, or other similarity to known malware.","C:\Windows\Explorer.EXE","@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimilove.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178121},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178120},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=Microsoft Edge.lnk; filepath=\Device\HarddiskVolume1\Users\plumber\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar; timestamp=1743177318}",
"2025-03-28T16:08:41.577Z","10.0.6.11","High","70","A file written to the file system meets the on-sensor machine learning high confidence threshold for malicious files. Detection is based on a high degree of entropy, packing, anti-malware evasion, or other similarity to known malware.","C:\Windows\Explorer.EXE","@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178120},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178121},@{filename=mimilove.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=Desktop.lnk; filepath=\Device\HarddiskVolume1\Users\plumber\Links; timestamp=1743177296}",
"2025-03-28T16:08:41.286Z","10.0.6.11","High","70","A file written to the file system meets the on-sensor machine learning high confidence threshold for malicious files. Detection is based on a high degree of entropy, packing, anti-malware evasion, or other similarity to known malware.","C:\Windows\Explorer.EXE","@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178120},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178121},@{filename=mimilove.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=Local Disk (C) (2).lnk; filepath=\Device\HarddiskVolume1\Users\plumber\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743177348}",
"2025-03-28T16:08:40.916Z","10.0.6.11","High","70","A process has written a suspicious file to disk. Adversaries may write a malicious file to a commonly trusted directory, use a benign name, or a mismatched file extension. This is done for the sake of evading defenses and observation. Check the activity and surrounding events are expected in your environment.","C:\Windows\Explorer.EXE","@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178121},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimilove.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178120},@{filename=This PC.lnk; filepath=\Device\HarddiskVolume1\Users\plumber\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743177348}",
"2025-03-28T16:08:40.916Z","10.0.6.11","High","70","A process has written a kernel driver to disk that CrowdStrike analysts have deemed vulnerable. Attackers can use vulnerable drivers to gain privileged access to a system. Review the process tree and file details.","C:\Windows\Explorer.EXE","@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178120},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimilib.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimidrv.sys; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178121},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=mimilove.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\test\Win32; timestamp=1743178121},@{filename=mimispool.dll; filepath=\Device\HarddiskVolume1\test\x64; timestamp=1743178122},@{filename=Microsoft Edge.lnk; filepath=\Device\HarddiskVolume1\Users\plumber\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar; timestamp=1743177318}",
"2025-03-28T15:37:30.828Z","10.0.6.29","High","70","A process has written a kernel driver to disk that CrowdStrike analysts have deemed vulnerable. Attackers can use vulnerable drivers to gain privileged access to a system. Review the process tree and file details.","C:\Windows\Explorer.EXE","@{filename=SharpUp.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=Koh.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=ForgeCert.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.8.1 compiled binaries; timestamp=1743176201},@{filename=SafetyKatz.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v3.5 compiled binaries; timestamp=1743176196},@{filename=Certify.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=Koh.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.8.1 compiled binaries; timestamp=1743176201},@{filename=SharpWMI.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=Rubeus.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=LockLess.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.8.1 compiled binaries; timestamp=1743176201},@{filename=SharpWMI.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.7.2 compiled binaries; timestamp=1743176201}",
"2025-03-28T15:36:53.136Z","10.0.6.29","Low","30","A file written to the file-system surpassed a high-confidence adware detection threshold.","C:\Windows\Explorer.EXE","@{filename=SharpChrome.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176198},@{filename=LockLess.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v3.5 compiled binaries; timestamp=1743176195},@{filename=SharpWMI.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v3.5 compiled binaries; timestamp=1743176197},@{filename=Rubeus.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=SharpRoast.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=Seatbelt.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.7.2 compiled binaries; timestamp=1743176200},@{filename=SharpDump.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=Seatbelt.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176194},@{filename=SharpDPAPI.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=SafetyKatz.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176194}",
"2025-03-28T15:36:53.136Z","10.0.6.29","Low","30","A file written to the file-system surpassed a low-confidence adware detection threshold.","C:\Windows\Explorer.EXE","@{filename=Koh.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=RestrictedAdmin.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=SharpDPAPI.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=SharpChrome.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=SharpWMI.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.7.2 compiled binaries; timestamp=1743176201},@{filename=ForgeCert.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=SharpDump.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176198},@{filename=Koh.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.8.1 compiled binaries; timestamp=1743176201},@{filename=SharpDump.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176195},@{filename=SharpChrome.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176198}",
"2025-03-28T15:36:52.59Z","10.0.6.29","Medium","50","A file written to the file-system meets the File Analysis ML algorithm's medium-confidence threshold for malware.","C:\Windows\Explorer.EXE","@{filename=ForgeCert.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.8.1 compiled binaries; timestamp=1743176201},@{filename=Seatbelt.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v3.5 compiled binaries; timestamp=1743176196},@{filename=SharpRoast.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v3.5 compiled binaries; timestamp=1743176196},@{filename=ForgeCert.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.7.2 compiled binaries; timestamp=1743176199},@{filename=Koh.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=Koh.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.7.2 compiled binaries; timestamp=1743176199},@{filename=SharpUp.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.7.2 compiled binaries; timestamp=1743176201},@{filename=SafetyKatz.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master; timestamp=1743176194},@{filename=LockLess.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176197},@{filename=SharpDump.exe; filepath=\Device\HarddiskVolume1\Users\plumber\Downloads\Ghostpack-CompiledBinaries-master\Ghostpack-CompiledBinaries-master\dotnet v4.5 compiled binaries; timestamp=1743176198}",
