SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27482,2025-03-28T08:32:46Z,Indicator,Indicator,TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),Nmap Signatures,"1914,1934",,,10.0.7.30,10.0.7.9,,Network Traffic,
Low,27558,2025-03-28T08:35:32Z,Communication,Configuration,New SMB Communication detected,"New SMB_FileInfo (version: ['SMB1', 'SMB2']) traffic between Asset:1914 and Asset:1841",New SMB Communication Detection,"1914,1841",,,10.0.7.30,10.0.7.12,,b8fc78dc-717b-47a4-8ec4-9f4e1506f2a9,
Low,27559,2025-03-28T08:35:32Z,Communication,Configuration,New SMB Communication detected,"New SMB_FileInfo (version: ['SMB1', 'SMB2']) traffic between Asset:1914 and Asset:1680",New SMB Communication Detection,"1914,1680",,,10.0.7.30,10.0.7.29,,34d2f65d-40ed-4ad6-a99d-aad4d79b72c6,
Low,27560,2025-03-28T08:37:29Z,Communication,Configuration,New SMB Communication detected,"New SMB_FileInfo (version: ['SMB1', 'SMB2']) traffic between Asset:1914 and Asset:1772",New SMB Communication Detection,"1914,1772",,,10.0.7.30,10.0.7.11,,8c21137c-4b80-4d93-b3e3-90ee27e9de00,
Low,27564,2025-03-28T08:42:08Z,Asset,Configuration,User-Agent First Seen from Host,Asset 1914 made an HTTP request with User-Agent curl/8.12.1 for the first time.,User Agent First Seen,1914,,,,,10.0.7.30,18382218-fb1c-4367-a4c5-0ec906d9f7f6,
Low,27613,2025-03-28T08:36:53Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.30.,SSH Authentication Failure,"1914,2896",,,10.0.242.127,10.0.7.30,,045f7c29-5a0b-4654-9cac-c29c7f2b139a,
Low,27614,2025-03-28T08:36:49Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.30.,SSH Authentication Failure,"1914,2896",,,10.0.242.127,10.0.7.30,,854e47a0-8cdc-4768-9dfa-9e5fc686552f,
Low,27632,2025-03-28T08:34:42Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.30.,SSH Authentication Failure,"1914,2896",,,10.0.242.127,10.0.7.30,,5a2c395b-5783-488b-8374-35bdbea358a8,
Low,27650,2025-03-28T08:32:28Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.30.,SSH Authentication Failure,"1914,2896",,,10.0.242.127,10.0.7.30,,b9361dd7-eec5-4eff-a8b7-d03e8a43022f,
Low,27676,2025-03-28T08:30:12Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.7.60.,SSH Authentication Failure,"2896,1839",,,10.0.242.127,10.0.7.60,,0717a585-5c19-40dd-bdda-5ce0266161a6,
