SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,36304,2025-03-28T14:18:23Z,Communication,Configuration,Detected 15 NewX509Certificate between 2025-03-28T14:10:19.259Z and 2025-03-28T14:18:23.707Z,"Sample NewX509Certificate values include:
  server: 52.232.161.82, 20.190.159.2, 184.25.50.155, 88.198.176.247, 52.123.243.212, 104.208.16.91, 13.32.99.23, 51.116.253.169, 172.202.163.200, 52.137.121.25;
  subject: , C=US, ST=WA, L=Redmond, O=Microsoft, OU=DSP, CN=*.prod.do.dsp.mp.microsoft.com, C=US, ST=WA, L=Redmond, O=Microsoft, OU=DSP, CN=fe2cr.update.microsoft.com, C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=login.live.com;
  not_before: , 2025-03-16T00:00:00Z, 2025-03-04T20:39:31Z, 2024-11-07T19:28:51Z;
  server_asset_id: 4052, 4048, 4049, 2664, 399, 3950, 4046, 4050, 4051, 4042;
  dst__port: ('',);
  dns: ;
  uuid: 9b683aeb-143b-42b0-8f50-b8a5894aa11d, b0565cca-77cb-4c01-8510-162be661f669, 3606fda6-62d3-404e-9c2c-d45724ed3337, 15d59b0e-be03-4f0d-818b-35ed64a28e70, 0d44b6b5-0f13-4a5a-80f9-17d33f4f6165, 2710a073-7cfd-44d9-9da7-52ff6a1ab9c2, 1f1f83db-4129-4487-8666-8284821e5d1b, 64f49711-f3fd-42a7-872e-75fe0d572395, 76c1e715-983d-4b46-88a6-31bb48a3277e, 6e776644-b8de-44d4-a4c0-f0604f1cd4b4;
  issuer: , C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=Microsoft ECC Content Distribution Secure Server CA 2.1, C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=Microsoft ECC Update Secure Server CA 2.1, C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA;
  client_asset_id: 1732, 1784, 1801, 1729, 1687, 1779;
  src__mac: ;
  not_after: , 2025-11-07T19:28:51Z, 2026-03-04T20:39:31Z, 2025-09-16T23:59:59Z;
  dst__mac: ;
  protocol: ;
  dst__ip: ;
  client: 10.0.9.11, 10.0.8.12, 10.0.8.11, 10.0.10.29, 10.0.9.29, 10.0.8.29;
  src__port: ('',);
  src__ip: ;",X509 Certificate First Seen,"1801,1779,1732,1687,4050,4052,4048,4049,2664,399,3950,4046,4051,4042,1784,1729",,,"51.116.253.169,13.32.99.23,184.25.50.155,88.198.176.247,20.190.160.130,172.202.163.200,20.190.159.2,52.232.161.82,108.138.7.108,104.208.16.91","10.0.10.29,10.0.8.11,10.0.9.11,10.0.8.29,10.0.8.12,10.0.9.29",,"9b683aeb-143b-42b0-8f50-b8a5894aa11d, b0565cca-77cb-4c01-8510-162be661f669, 3606fda6-62d3-404e-9c2c-d45724ed3337, 15d59b0e-be03-4f0d-818b-35ed64a28e70, 0d44b6b5-0f13-4a5a-80f9-17d33f4f6165, 2710a073-7cfd-44d9-9da7-52ff6a1ab9c2, 1f1f83db-4129-4487-8666-8284821e5d1b, 64f49711-f3fd-42a7-872e-75fe0d572395, 76c1e715-983d-4b46-88a6-31bb48a3277e, 6e776644-b8de-44d4-a4c0-f0604f1cd4b4",
Low,36322,2025-03-28T14:29:18Z,Asset,Configuration,Detected 16 NewUserAgent between 2025-03-28T14:09:31.768Z and 2025-03-28T14:29:18.028Z,"Sample NewUserAgent values include:
  dst__port: ('',);
  uuid: 9b3bbe6c-400f-48c2-940d-9bfb4d4f789b, 000a6076-95d8-43db-8cd1-2c0690a88890, 00e716bb-0db8-4f97-8b10-81c333606e31, 13c75ecd-962d-4bad-9988-e10924ad8dbe, 00b751b7-357d-4d45-b195-e4ef64fc3d39, 0198aeb7-8c78-4f2d-be79-e73bf02962ce, e7af4285-ec9d-4696-9b91-ff81bbed318d, 2ab079b9-5372-4868-9e39-786272fb10be, 002c0c60-183b-4781-9ef6-544103deaaf8, 68e94fcb-f3ba-4735-a6e2-9e9fef1e396c;
  src__mac: ;
  src_ip: 10.0.4.43, 10.0.9.12, 10.0.8.12, 10.0.8.11, 10.0.9.29, 10.0.8.29, 10.0.11.30;
  dst__mac: ;
  protocol: ;
  src_asset_id: 1784, 1729, 1759, 1933, 1854, 1687, 1779;
  dst__ip: ;
  src__port: ('',);
  user_agent: Microsoft-Delivery-Optimization/10.0, Mozilla/5.0, Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0, Ruby WinRM Client (2.8.3, ruby 3.3.7 (2025-01-15)), Microsoft BITS/7.8, Microsoft Edge Update/1.3.195.45;winhttp, Microsoft-CryptoAPI/10.0, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_7_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15, Windows-Update-Agent/10.0.10011.16384 Client-Protocol/2.51, curl/8.12.1;
  src__ip: ;",User Agent First Seen,"1759,1784,1729,1933,1854,1687,1779",,,,,"10.0.4.43,10.0.8.12,10.0.9.29,10.0.11.30,10.0.9.12,10.0.8.29,10.0.8.11","9b3bbe6c-400f-48c2-940d-9bfb4d4f789b, 000a6076-95d8-43db-8cd1-2c0690a88890, 00e716bb-0db8-4f97-8b10-81c333606e31, 13c75ecd-962d-4bad-9988-e10924ad8dbe, 00b751b7-357d-4d45-b195-e4ef64fc3d39, 0198aeb7-8c78-4f2d-be79-e73bf02962ce, e7af4285-ec9d-4696-9b91-ff81bbed318d, 2ab079b9-5372-4868-9e39-786272fb10be, 002c0c60-183b-4781-9ef6-544103deaaf8, 68e94fcb-f3ba-4735-a6e2-9e9fef1e396c",
Low,36398,2025-03-28T14:33:36Z,Communication,Indicator,Failed HTTP Logon,"Asset 1732 (10.0.9.11) returned an HTTP response code of 401 'Unauthorized' to asset 1921 (10.0.9.30), which represents a failed logon attempt via HTTP by asset 1921. Logon attempts that result in HTTP status codes such as 401 'Unauthorized', 403 'Forbidden', or 407 'Proxy Authentication Required' can occur legitimately when users mistype credentials or attempt to access resources they are not authorized to use; however, they can also be indicative of malicious activities, such as unauthorized access attempts, brute force attacks, or the misuse of stolen credentials, where adversaries are testing access controls and trying to gain illicit entry into systems.",HTTP Auth Failure,"1732,1921",,,10.0.9.11,10.0.9.30,,ed8ed988-535e-4cd9-8eb9-43020dc152d0,
Low,36412,2025-03-28T14:23:30Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1921 (10.0.9.30) to then pivot to asset 1732 (10.0.9.11) via RDP.,Interactive Session Pivots,"2896,1732",,,10.0.242.127,10.0.9.11,,,
Low,37461,2025-03-28T15:06:58Z,Communication,Configuration,RDP New Comms,"New RDP communication profile from host 10.0.9.44 (1727) to host 10.0.9.30 (1921). If unencrypted, may also include the RDP cookie (fernando), selected protocol (), client_name (), and keyboard_layout ().",RDP New Comms Pattern,"1727,1921",,,10.0.9.44,10.0.9.30,,,
Low,37617,2025-03-28T14:49:32Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1921 (10.0.9.30) to then pivot to asset 1727 (10.0.9.44) via RDP.,Interactive Session Pivots,"2896,1727",,,10.0.242.127,10.0.9.44,,,
Low,38302,2025-03-28T15:17:38Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1921 (10.0.9.30) to then pivot to asset 1727 (10.0.9.44) via RDP.,Interactive Session Pivots,"2896,1727",,,10.0.242.127,10.0.9.44,,,
Low,38304,2025-03-28T15:16:44Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 1921 (10.0.9.30) connected via RDP to asset 1727 (10.0.9.44) to then pivot to asset 1859 (10.0.9.59) via RDP.,Interactive Session Pivots,"1859,1921",,,10.0.9.30,10.0.9.59,,,
Low,38921,2025-03-28T15:33:39Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.9.30.,SSH Authentication Failure,"2896,1921",,,10.0.242.127,10.0.9.30,,288cae29-a7bd-4bf6-8216-116c397c207c,
Low,38938,2025-03-28T14:20:55Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.9.30.,SSH Authentication Failure,"2896,1921",,,10.0.242.127,10.0.9.30,,43b1c551-8c86-4a5c-9f8a-d159ba00c499,
