"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T16:27:22.41Z","10.0.9.44","High","70","A PowerShell script launched that shares characteristics with known PowerShell exploit kits. The script might connect to remote command and control. Decode and review the script.","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_53edjqbr.3bs.ps1; filepath=\Device\HarddiskVolume1\Users\Kenneth\AppData\Local\Temp; timestamp=1743179229}",
"2025-03-28T16:27:21.391Z","10.0.9.44","Medium","50","A PowerShell script related to this process is likely malicious or shares characteristics with known malicious scripts. Review the script.","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_53edjqbr.3bs.ps1; filepath=\Device\HarddiskVolume1\Users\Kenneth\AppData\Local\Temp; timestamp=1743179229}",
"2025-03-28T16:24:08.746Z","10.0.9.44","High","70","A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.","""C:\Users\fernando\Desktop\Rubeus.exe"" asreproast /rc4:a7dbe0c406ba68a299d3405b48c5aedd /ptt /user:kenneth /dc:10.0.9.43 /domain:plumetech-ot.local -help","",
"2025-03-28T16:24:07.732Z","10.0.9.44","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","""C:\Users\fernando\Desktop\Rubeus.exe"" asreproast /rc4:a7dbe0c406ba68a299d3405b48c5aedd /ptt /user:kenneth /dc:10.0.9.43 /domain:plumetech-ot.local -help","",
"2025-03-28T16:24:07.732Z","10.0.9.44","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","""C:\Users\fernando\Desktop\Rubeus.exe"" asreproast /rc4:a7dbe0c406ba68a299d3405b48c5aedd /ptt /user:kenneth /dc:10.0.9.43 /domain:plumetech-ot.local -help","",
"2025-03-28T16:24:07.731Z","10.0.9.44","High","70","A PowerShell script appears to be tampering with the kerberos requestor security token. This might indicate an attempt to dump credentials. Review the script.","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_xfikm0eo.k2b.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Local\Temp; timestamp=1743176570},@{filename=__PSScriptPolicyTest_znwvvfje.usr.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Local\Temp; timestamp=1743177854}",
"2025-03-28T16:22:39.549Z","10.0.9.44","High","70","A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.","""C:\Users\fernando\Desktop\Rubeus.exe"" asreproast /rc4:a7dbe0c406ba68a299d3405b48c5aedd /ptt /user:kenneth /dc:10.0.9.43 /domain:plumetech-ot.local","",
"2025-03-28T16:22:39.548Z","10.0.9.44","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","""C:\Users\fernando\Desktop\Rubeus.exe"" asreproast /rc4:a7dbe0c406ba68a299d3405b48c5aedd /ptt /user:kenneth /dc:10.0.9.43 /domain:plumetech-ot.local","",
"2025-03-28T16:22:39.548Z","10.0.9.44","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","""C:\Users\fernando\Desktop\Rubeus.exe"" asreproast /rc4:a7dbe0c406ba68a299d3405b48c5aedd /ptt /user:kenneth /dc:10.0.9.43 /domain:plumetech-ot.local","",
"2025-03-28T16:22:39.548Z","10.0.9.44","High","70","A PowerShell script appears to be tampering with the kerberos requestor security token. This might indicate an attempt to dump credentials. Review the script.","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_xfikm0eo.k2b.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Local\Temp; timestamp=1743176570},@{filename=__PSScriptPolicyTest_znwvvfje.usr.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Local\Temp; timestamp=1743177854}",
