SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27483,2025-03-28T08:32:33Z,Indicator,Indicator,TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),Nmap Signatures,151,,,10.0.1.30,,,Network Traffic,
Low,27506,2025-03-28T08:38:29Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2660,151",,,10.0.1.30,104.17.254.239,,Network Traffic,
Low,27507,2025-03-28T08:38:29Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"151,69",,,10.0.1.30,8.8.8.8,,Network Traffic,
Low,27509,2025-03-28T08:38:29Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"151,69",,,10.0.1.30,8.8.8.8,,Network Traffic,
Low,27510,2025-03-28T08:38:29Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2660,151",,,10.0.1.30,104.17.254.239,,Network Traffic,
Low,27604,2025-03-28T08:38:11Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.1.30.,SSH Authentication Failure,"2896,151",,,10.0.242.127,10.0.1.30,,043e89ce-b060-46ba-9237-6e5a01cc20fa,
Low,27606,2025-03-28T08:38:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.1.30.,SSH Authentication Failure,"2896,151",,,10.0.242.127,10.0.1.30,,95e50594-17c3-4873-8d98-84cc71bdfa03,
Low,27607,2025-03-28T08:38:07Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.1.30.,SSH Authentication Failure,"2896,151",,,10.0.242.127,10.0.1.30,,6c2129da-08bf-411d-84ff-b1d8acaee15c,
Low,27639,2025-03-28T08:33:38Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.1.30.,SSH Authentication Failure,"2896,151",,,10.0.242.127,10.0.1.30,,ef552d1f-9bca-4dce-8029-da4c7d63fef9,
Low,27640,2025-03-28T08:33:35Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.1.30.,SSH Authentication Failure,"2896,151",,,10.0.242.127,10.0.1.30,,0a926684-a9d7-4b1e-bab0-dc098ad0df6b,
