SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27605,2025-03-28T08:42:57Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.5.30.,SSH Authentication Failure,"2896,1936",,,10.0.242.127,10.0.5.30,,c72a412c-395a-4c1d-bb4d-b066f4b7b711,
Low,27641,2025-03-28T08:33:26Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.5.30.,SSH Authentication Failure,"2896,1936",,,10.0.242.127,10.0.5.30,,b53a7499-1a3a-4714-a36d-67827d2d5e41,
Low,27654,2025-03-28T08:32:18Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.5.30.,SSH Authentication Failure,"2896,1936",,,10.0.242.127,10.0.5.30,,018cd585-392c-4b27-8bb1-3953367cc0ea,
Low,27655,2025-03-28T08:32:18Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.5.30.,SSH Authentication Failure,"2896,1936",,,10.0.242.127,10.0.5.30,,772fc8f6-edef-4a47-acfd-5b3ab8866d7e,
Low,29004,2025-03-28T08:53:01Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"1936,2642",,,10.0.5.30,104.17.253.239,,Network Traffic,
Low,29005,2025-03-28T08:53:01Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"1936,69",,,10.0.5.30,8.8.8.8,,Network Traffic,
Low,29006,2025-03-28T08:53:01Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"1936,2642",,,10.0.5.30,104.17.253.239,,Network Traffic,
Low,29007,2025-03-28T08:53:01Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"1936,69",,,10.0.5.30,8.8.8.8,,Network Traffic,
Medium,29359,2025-03-28T08:53:01Z,Communication,Threat Behavior,Multiple Suricata Alerts,"Asset 1936 involved in 5 unique Suricata alerts: ['9006264', '9003999', '9005422', '9003897', '2013504']; ['ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management', 'DNS Query to Suspicious TLD .download', 'HTTP Request to Suspicious TLD .download']. IPs: 104.17.253.239 10.0.5.30.",Multiple Suricata Alerts,"1936,2642",,,10.0.5.30,104.17.253.239,,,
Low,29495,2025-03-28T08:52:19Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.5.30.,SSH Authentication Failure,"2896,1936",,,10.0.242.127,10.0.5.30,,87092970-8761-4c4d-8ffb-43de6d871dc6,
