"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T11:42:18.326Z","10.0.3.11","High","70","A user created a new user account. Attackers can create new accounts to maintain their foothold on a system. Investigate the active user and newly created account.","net  group ""Domain Admins"" plumber /add /domain ","",
"2025-03-28T11:42:18.323Z","10.0.3.11","Medium","50","A process appears to be abusing Windows Management Instrumentation (WMI). Some malware exploits WMI to perform malicious activities. Investigate the process tree.","cmd.exe /Q /c net group ""Domain Admins"" plumber /add /domain 1> \Windows\Temp\YUBAqg 2>&1","",
"2025-03-28T11:41:40.126Z","10.0.3.11","High","70","A user created a new user account. Attackers can create new accounts to maintain their foothold on a system. Investigate the active user and newly created account.","C:\Windows\system32\net1  user /add plumber password /domain ","",
"2025-03-28T11:41:39.323Z","10.0.3.11","High","70","A user created a new user account. Attackers can create new accounts to maintain their foothold on a system. Investigate the active user and newly created account.","net  user /add plumber password /domain ","",
"2025-03-28T11:41:38.811Z","10.0.3.11","High","70","A process appears to be using Windows Management Instrumentation (WMI) to suspiciously execute code. Investigate the command line and process tree.","cmd.exe /Q /c net user /add plumber password /domain 1> \Windows\Temp\XeqKSm 2>&1","",
"2025-03-28T11:39:22.93Z","10.0.3.11","High","70","Attacker tooling (such as SecretsDump or crackmapexec) was observed attempting to access the registry for stored credentials. This activity is indicative of remote credential dumping. Please review associated telemetry for remote registry and/or system access.","C:\Windows\system32\svchost.exe -k localService -p -s RemoteRegistry","",
"2025-03-28T11:27:20.858Z","10.0.3.11","High","70","Attacker tooling (such as SecretsDump or crackmapexec) was observed attempting to access the registry for stored credentials. This activity is indicative of remote credential dumping. Please review associated telemetry for remote registry and/or system access.","C:\Windows\system32\svchost.exe -k localService -p -s RemoteRegistry","",
"2025-03-28T09:00:08.736Z","10.0.3.60","High","70","A process appears to be staging data. Adversaries can migrate data to a central location prior to exfiltration. Review the accessed files and process tree.","tar czf /tmp/linux_logs.tar.gz --ignore-failed-read /root/.bash_history /home/ubuntu/.bash_history /home/admin/.bash_history /var/log /var/lib/influxdb/ /var/lib/grafana/ /opt/scadalts/mysql/server/data/ /opt/scadalts/mysql/server/mysqld.log /opt/scadalts/tomcat/server/logs/","",
"2025-03-28T08:29:56.916Z","10.0.3.45","High","70","A process appears to be staging data. Adversaries can migrate data to a central location prior to exfiltration. Review the accessed files and process tree.","tar czf /tmp/linux_logs.tar.gz --ignore-failed-read /root/.bash_history /home/ubuntu/.bash_history /home/admin/.bash_history /var/log /var/lib/influxdb/ /var/lib/grafana/ /opt/scadalts/mysql/server/data/ /opt/scadalts/mysql/server/mysqld.log /opt/scadalts/tomcat/server/logs/","",
"2025-03-28T08:29:56.46Z","10.0.3.60","High","70","A process appears to be staging data. Adversaries can migrate data to a central location prior to exfiltration. Review the accessed files and process tree.","tar czf /tmp/linux_logs.tar.gz --ignore-failed-read /root/.bash_history /home/ubuntu/.bash_history /home/admin/.bash_history /var/log /var/lib/influxdb/ /var/lib/grafana/ /opt/scadalts/mysql/server/data/ /opt/scadalts/mysql/server/mysqld.log /opt/scadalts/tomcat/server/logs/","",
