"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T13:09:33.117Z","10.0.7.43","High","70","A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.","cmd.exe /Q /c net group ""Domain Admins"" plumber /add /y 1> \\127.0.0.1\ADMIN$\__1743167371.8198497 2>&1","",
"2025-03-28T13:08:20.025Z","10.0.7.43","High","70","A process tree contains commands that some adversaries use for reconnaissance, but are also used by some system administrators. If this activity is unexpected, review the process tree.","cmd.exe /Q /c net user plumber TestGeslo123! /add /y 1> \\127.0.0.1\ADMIN$\__1743167297.542099 2>&1","",
"2025-03-28T13:06:32.004Z","10.0.7.43","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C whoami > C:\Windows\Temp\HHyjusnI.tmp 2>&1","",
"2025-03-28T13:06:32.004Z","10.0.7.43","High","70","A process gathered identifying information about other network systems. Adversaries can use remote system information to attempt lateral movement. Review the process tree.","""cmd.exe"" /C whoami > C:\Windows\Temp\HHyjusnI.tmp 2>&1","",
"2025-03-28T13:04:05.953Z","10.0.7.43","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C wmic product where ""description='CrowdStrike Sensor Platform'"" Uninstall > C:\Windows\Temp\GqApzWKe.tmp 2>&1","",
"2025-03-28T13:02:04.298Z","10.0.7.43","High","70","A process appears to be using Windows Management Instrumentation (WMI) to suspiciously execute code. Investigate the command line and process tree.","whoami  ","",
"2025-03-28T13:02:04.296Z","10.0.7.43","High","70","A process appears to be using Windows Management Instrumentation (WMI) to suspiciously execute code. Investigate the command line and process tree.","cmd.exe /Q /c whoami 1> \\127.0.0.1\ADMIN$\__1743166922.394146 2>&1","",
"2025-03-28T13:01:51.467Z","10.0.7.43","High","70","A process gathered identifying information about other network systems. Adversaries can use remote system information to attempt lateral movement. Review the process tree.","""cmd.exe"" /C whoami > C:\Windows\Temp\AGEjpAFE.tmp 2>&1","",
"2025-03-28T13:01:51.466Z","10.0.7.43","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C whoami > C:\Windows\Temp\AGEjpAFE.tmp 2>&1","",
"2025-03-28T12:59:53.774Z","10.0.7.43","High","70","A process gathered identifying information about other network systems. Adversaries can use remote system information to attempt lateral movement. Review the process tree.","""cmd.exe"" /C whoami > C:\Windows\Temp\sIHzGQgy.tmp 2>&1","",
"2025-03-28T12:59:53.214Z","10.0.7.43","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C whoami > C:\Windows\Temp\sIHzGQgy.tmp 2>&1","",
"2025-03-28T12:52:22.116Z","10.0.7.43","High","70","Attacker tooling (such as SecretsDump or crackmapexec) was observed attempting to access the registry for stored credentials. This activity is indicative of remote credential dumping. Please review associated telemetry for remote registry and/or system access.","C:\Windows\system32\svchost.exe -k localService -p -s RemoteRegistry","",
"2025-03-28T12:37:45.87Z",,"High","67","Techniques: OS Credential Dumping",,"","@{agent_ids=3426a5e3d0cd410bb8c26f13fa095733; file_name=reg.exe; image_file_name=\Device\HarddiskVolume1\Windows\System32\reg.exe; process=4328 6408 6760; sha256=c6a168c81654f5901e864c8fd61fa54f084cd8b2e0a8ac1b83eacf9eb4484f75}"
"2025-03-28T12:00:38.396Z",,"Informational","16","Techniques: Unsecured Credentials",,"","@{agent_ids=b8ba21dab31b4acab2cb9a93368441f6; file_name=svchost.exe; image_file_name=\Device\HarddiskVolume1\Windows\System32\svchost.exe; process=4316; sha256=c188a1f4419c2dbe836ed831e9ced03a132c435958758d191670a940ad3857c9}"
"2025-03-28T11:59:50.335Z",,"Medium","44","Techniques: Unsecured Credentials",,"","@{agent_ids=8d41b6d86fd74d0e811c4011f6e9b6cb; file_name=svchost.exe; image_file_name=\Device\HarddiskVolume1\Windows\System32\svchost.exe; process=4868; sha256=c188a1f4419c2dbe836ed831e9ced03a132c435958758d191670a940ad3857c9}"
"2025-03-28T11:58:59.38Z",,"Critical","100","Techniques: Create Account, Domain Groups, Remote System Discovery, Unsecured Credentials",,"","@{agent_ids=56421195a91d4949a2d0419790be7fce; file_name=cmd.exe net.exe net1.exe svchost.exe; image_file_name=\Device\HarddiskVolume1\Windows\System32\cmd.exe \Device\HarddiskVolume1\Windows\System32\net.exe \Device\HarddiskVolume1\Windows\System32\net1.exe \Device\HarddiskVolume1\Windows\System32\svchost.exe; process=2584 2776 3748 5284 5352 5404 5452 5560 5984; sha256=0afb09abb7ffb377637c4532655f3b45097efd0afb04f343d875dd4133ea9296 b27dd8e9d97e8f88b25b71264b3881c523d2c2ea5d37e89ef672be0cdae5debb c188a1f4419c2dbe836ed831e9ced03a132c435958758d191670a940ad3857c9 f540747022e0d67722989765b5db268707e4e71538ae0764110eec7b8d9aeef6; username=plumber@PLUMETECH.LOCAL}"
"2025-03-28T11:37:14.181Z","10.0.7.44","Critical","90","A process saved the Security Account Manager SAM or SYSTEM hive to disk. If this is unexpected, it likely indicates credential theft. Investigate the process tree.","""C:\Windows\system32\reg.exe"" save hklm\system c:\MyBackups\system","",
"2025-03-28T11:36:15.83Z","10.0.7.44","Critical","90","A process saved the Security Account Manager SAM or SYSTEM hive to disk. If this is unexpected, it likely indicates credential theft. Investigate the process tree.","""C:\Windows\system32\reg.exe"" save hklm\system c:\MyBackups\system","",
"2025-03-28T11:36:15.83Z","10.0.7.44","Critical","90","A process saved the Security Account Manager SAM or SYSTEM hive to disk. If this is unexpected, it likely indicates credential theft. Investigate the process tree.","""C:\Windows\system32\reg.exe"" save hklm\sam c:\MyBackups\sam","",
"2025-03-28T11:31:55.767Z","10.0.7.11","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C wmic product where ""description='CrowdStrike Windows Sensor'"" Uninstall > C:\Windows\Temp\MvIGNHHg.tmp 2>&1","",
"2025-03-28T11:31:05.916Z","10.0.7.11","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C wmic product where ""description='CrowdStrike Sensor Platform'"" Uninstall > C:\Windows\Temp\ELREevzx.tmp 2>&1","",
"2025-03-28T11:30:42.96Z","10.0.7.11","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C wmic product where ""description='CrowdStrike Sensor Platform'
"" Uninstall > C:\Windows\Temp\WbUDFzLi.tmp 2>&1","",
"2025-03-28T11:08:01.746Z","10.0.7.11","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C net user plumber2 TestGeslo123! /add /y > C:\Windows\Temp\xCWAfqNR.tmp 2>&1","",
"2025-03-28T11:07:12.789Z","10.0.7.11","Medium","50","A process has scheduled an unusual task. Some malware schedules tasks to maintain persistence. If this task unexpected, review it.","""cmd.exe"" /C wmic product where ""description='CrowdStrike Sensor Platform'"" Uninstall > C:\Windows\Temp\psEIXESZ.tmp 2>&1","",
"2025-03-28T10:59:37.114Z","10.0.7.29","High","70","Attacker tooling (such as SecretsDump or crackmapexec) was observed attempting to access the registry for stored credentials. This activity is indicative of remote credential dumping. Please review associated telemetry for remote registry and/or system access.","C:\Windows\system32\svchost.exe -k localService -p -s RemoteRegistry","",
