"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T14:02:44.715Z","10.0.6.11","High","70","A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.","Rubeus.exe  asreproast /domain:plumetech-ot.local /format:hashcat /outfile:c:\test\hascat.txt","",
"2025-03-28T14:02:44.193Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","Rubeus.exe  asreproast /domain:plumetech-ot.local /format:hashcat /outfile:c:\test\hascat.txt","",
"2025-03-28T14:02:44.193Z","10.0.6.11","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","Rubeus.exe  asreproast /domain:plumetech-ot.local /format:hashcat /outfile:c:\test\hascat.txt","",
"2025-03-28T13:52:27.788Z","10.0.6.11","High","70","A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.","Rubeus.exe  asreproast /domain:plumetech-ot.local","",
"2025-03-28T13:52:26.748Z","10.0.6.11","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","Rubeus.exe  asreproast /domain:plumetech-ot.local","",
"2025-03-28T13:52:26.747Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","Rubeus.exe  asreproast /domain:plumetech-ot.local","",
"2025-03-28T13:52:12.756Z","10.0.6.11","High","70","A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.","Rubeus.exe  asreproast /domain:plumtech-ot.local","",
"2025-03-28T13:52:11.718Z","10.0.6.11","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","Rubeus.exe  asreproast /domain:plumtech-ot.local","",
"2025-03-28T13:52:11.718Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","Rubeus.exe  asreproast /domain:plumtech-ot.local","",
"2025-03-28T13:51:23.834Z","10.0.6.11","High","70","A process loaded a module that shares characteristics with a known malicious file. Review the modules loaded by the process.","Rubeus.exe  asreproast","",
"2025-03-28T13:51:23.828Z","10.0.6.11","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","Rubeus.exe  asreproast","",
"2025-03-28T13:51:23.828Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","Rubeus.exe  asreproast","",
"2025-03-28T13:39:32.814Z","10.0.6.11","High","70","A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","mimikatz.exe","",
"2025-03-28T13:39:32.814Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","mimikatz.exe","",
"2025-03-28T13:37:35.158Z","10.0.6.11","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","mimikatz.exe","",
"2025-03-28T13:37:35.158Z","10.0.6.11","High","70","A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","mimikatz.exe","",
