SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27501,2025-03-28T08:36:49Z,Indicator,Indicator,TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),Nmap Signatures,"1171,1898",,,10.0.6.30,10.0.6.8,,Network Traffic,
Low,27565,2025-03-28T08:42:52Z,Asset,Configuration,User-Agent First Seen from Host,"Asset 1898 made an HTTP request with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 for the first time.",User Agent First Seen,1898,,,,,10.0.6.30,06d1e649-020b-4b97-a4fe-e23aecdeff7d,
Low,27591,2025-03-28T08:42:52Z,Communication,Configuration,New Global User Agent,"User Agent 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36' was seen in the environment for the first time. Originating from asset 1898 (10.0.6.30) to 10.0.6.12 (localhost).",User Agent First Seen Globally,"1898,1810",,,10.0.6.30,10.0.6.12,,06d1e649-020b-4b97-a4fe-e23aecdeff7d,
Low,27631,2025-03-28T08:34:53Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.6.30.,SSH Authentication Failure,"1898,2896",,,10.0.242.127,10.0.6.30,,3a117c31-6480-40d9-be95-aa9b0a3f58a6,
Low,27674,2025-03-28T08:31:12Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.6.30.,SSH Authentication Failure,"1898,2896",,,10.0.242.127,10.0.6.30,,49c8794d-4618-4032-be53-4858704150bf,
Low,27772,2025-03-28T08:35:48Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1898 (10.0.6.30) to then pivot to asset 1754 (10.0.6.11) via SSH.,Interactive Session Pivots,"2896,1754",,,10.0.242.127,10.0.6.11,,,
Low,27998,2025-03-28T08:47:45Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"69,1898",,,10.0.6.30,8.8.8.8,,Network Traffic,
Low,27999,2025-03-28T08:47:45Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2642,1898",,,10.0.6.30,104.17.253.239,,Network Traffic,
Low,28000,2025-03-28T08:47:45Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2642,1898",,,10.0.6.30,104.17.253.239,,Network Traffic,
Low,28001,2025-03-28T08:47:45Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"69,1898",,,10.0.6.30,8.8.8.8,,Network Traffic,
Low,28111,2025-03-28T08:52:07Z,Indicator,Threat Behavior,HTTP POST CLI Command whoami,HTTP POST CLI Command whoami,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28120,2025-03-28T08:52:01Z,Indicator,Threat Behavior,HTTP URI CLI Command wget,HTTP URI CLI Command wget,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
High,28139,2025-03-28T08:52:07Z,Indicator,Indicator,SAP ICM MPI Desynchronization Scanning Activity (CVE-2022-22536) M1,SAP ICM MPI Desynchronization Scanning Activity (CVE-2022-22536) M1,SAP NetWeaver ICMAD Exploit,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28140,2025-03-28T08:52Z,Indicator,Indicator,DNS Query to Suspicious TLD .online,DNS Query to Suspicious TLD .online,Suspicious TLD Signatures,"1898,67",,,10.0.6.30,8.8.4.4,,Network Traffic,
High,28143,2025-03-28T08:52:11Z,Indicator,Indicator,"Ivanti Connect Secure Authentication Bypass and Command Injection Attempt (CVE-2023-46805, CVE-2024-21887) (client status)","Ivanti Connect Secure Authentication Bypass and Command Injection Attempt (CVE-2023-46805, CVE-2024-21887) (client status)",Ivanti Connect Secure Exploit Suricata Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28152,2025-03-28T08:52Z,Indicator,Threat Behavior,HTTP URI CLI Command ipconfig,HTTP URI CLI Command ipconfig,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28168,2025-03-28T08:52:07Z,Indicator,Threat Behavior,HTTP Request Host localhost,HTTP Request Host localhost,HTTP Hunting Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28173,2025-03-28T08:52:01Z,Indicator,Threat Behavior,HTTP POST CLI Command wget,HTTP POST CLI Command wget,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28178,2025-03-28T08:52:01Z,Indicator,Threat Behavior,HTTP URI CLI Command whoami,HTTP URI CLI Command whoami,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
High,28197,2025-03-28T08:52:11Z,Indicator,Indicator,"Ivanti Connect Secure Authentication Bypass and Command Injection Attempt (CVE-2023-46805, CVE-2024-21887) (totp)","Ivanti Connect Secure Authentication Bypass and Command Injection Attempt (CVE-2023-46805, CVE-2024-21887) (totp)",Ivanti Connect Secure Exploit Suricata Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
High,28202,2025-03-28T08:52:12Z,Indicator,Indicator,"Ivanti Connect Secure VPN Auth Bypass and Command Injection Attempt (CVE-2023-46805, CVE-2024-21887) (license)","Ivanti Connect Secure VPN Auth Bypass and Command Injection Attempt (CVE-2023-46805, CVE-2024-21887) (license)",Ivanti Connect Secure Exploit Suricata Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
High,28291,2025-03-28T08:52Z,Indicator,Threat Behavior,HTTP Request .exec,HTTP Request .exec,HTTP Hunting Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28295,2025-03-28T08:52:01Z,Indicator,Threat Behavior,HTTP POST CLI Command nslookup,HTTP POST CLI Command nslookup,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28297,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28299,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28301,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28311,2025-03-28T08:52Z,Indicator,Threat Behavior,HTTP POST CLI Command ipconfig,HTTP POST CLI Command ipconfig,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28317,2025-03-28T08:52:01Z,Indicator,Indicator,HTTP Request to Suspicious TLD .online,HTTP Request to Suspicious TLD .online,Suspicious TLD Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28359,2025-03-28T08:52:12Z,Indicator,Threat Behavior,HTTP URI CLI Command ifconfig,HTTP URI CLI Command ifconfig,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Medium,28449,2025-03-28T08:52:05Z,Indicator,Indicator,WinRM wsman Rapid Access - Possible Lateral Movement,WinRM wsman Rapid Access - Possible Lateral Movement,WinRM Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Medium,28452,2025-03-28T08:52:05Z,Indicator,Indicator,WinRM wsman Access,WinRM wsman Access,WinRM Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28534,2025-03-28T08:52:01Z,Indicator,Threat Behavior,HTTP URI CLI Command nslookup,HTTP URI CLI Command nslookup,HTTP Hunting CLI Signatures,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28555,2025-03-28T08:52:38Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28556,2025-03-28T08:52:38Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28575,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28577,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28579,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28580,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28581,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28582,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
Low,28583,2025-03-28T08:52:39Z,Indicator,Indicator,HTTP Request for .jar File,HTTP Request for .jar File,HTTP Request for File Extension,"1810,1898",,,10.0.6.30,10.0.6.12,,Network Traffic,
