SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27484,2025-03-28T08:32:53Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2642,1910",,,10.0.12.30,104.17.253.239,,Network Traffic,
Low,27485,2025-03-28T08:32:53Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"1910,69",,,10.0.12.30,8.8.8.8,,Network Traffic,
Low,27486,2025-03-28T08:32:53Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2642,1910",,,10.0.12.30,104.17.253.239,,Network Traffic,
Low,27488,2025-03-28T08:32:53Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"1910,69",,,10.0.12.30,8.8.8.8,,Network Traffic,
Low,27500,2025-03-28T08:34:43Z,Indicator,Indicator,TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),Nmap Signatures,"2883,1910",,,10.0.12.30,10.0.12.1,,Network Traffic,
Low,27626,2025-03-28T08:35:09Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,42831220-1bf8-4067-af00-00b8ca477bcc,
Low,27642,2025-03-28T08:32:54Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,3e1bd414-a1c7-4234-a848-c4dc9f823b60,
Low,27643,2025-03-28T08:32:54Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,6becd2c1-4d2d-466b-a832-75ca5fba1cad,
Low,27644,2025-03-28T08:32:54Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,6826a8ec-ce5f-4719-ba3f-96ec750ee9e0,
Low,27660,2025-03-28T08:31:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,43bdd7cd-17db-4024-90d8-5e1251a35eae,
Low,27661,2025-03-28T08:31:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,4783c1b0-94e0-4f8a-9486-16651e815591,
Low,27665,2025-03-28T08:31:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.12.30.,SSH Authentication Failure,"1910,2896",,,10.0.242.127,10.0.12.30,,478b1546-ef2d-4190-a257-ee3f828ff971,
Low,27773,2025-03-28T08:40:52Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1910 (10.0.12.30) to then pivot to asset 1744 (10.0.12.44) via RDP.,Interactive Session Pivots,"2896,1744",,,10.0.242.127,10.0.12.44,,,
High,27925,2025-03-28T08:46:27Z,Indicator,Indicator,Nmap - SIP Request,Nmap - SIP Request,Nmap Signatures,"1910,1742",,,10.0.12.30,10.0.12.11,,Network Traffic,
High,27935,2025-03-28T08:47:03Z,Indicator,Indicator,Nmap - HTTP URI Request from Nmap Scanner,Nmap - HTTP URI Request from Nmap Scanner,Nmap Signatures,"1910,1742",,,10.0.12.30,10.0.12.11,,Network Traffic,
