"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T16:24:09.204Z","10.0.1.44","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.",".\KeePassStarter.exe  .\KeePass.exe ..\database.kdbx EverythingIsFineUntilTheWifiDies","",
"2025-03-28T16:12:54.167Z","10.0.1.44","Low","30","A file written to the file-system surpassed a low-confidence adware detection threshold.","C:\Windows\Explorer.EXE","@{filename=KeePass.exe.config.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178251},@{filename=SharpHound-v2.6.1.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178388},@{filename=SharpHound.exe.config; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178370},@{filename=SharpHound.exe; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178369},@{filename=keepass.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178251},@{filename=keepass.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178176},@{filename=KeePass.config.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178176},@{filename=SharpHound.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178370},@{filename=Scripts.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178401},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads; timestamp=1743177614}",
"2025-03-28T16:01:06.716Z","10.0.1.44","High","70","The LSASS process was accessed from the mimikatz hack tool.","""C:\Users\fernando\Downloads\mimikatz.exe"" ","",
"2025-03-28T16:01:06.715Z","10.0.1.44","Critical","90","A process launched that shares characteristics with mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate the process tree.","""C:\Users\fernando\Downloads\mimikatz.exe"" ","",
"2025-03-28T16:00:38.373Z","10.0.1.44","High","70","A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","""C:\Users\fernando\Downloads\mimikatz.exe"" ","",
"2025-03-28T16:00:38.373Z","10.0.1.44","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","""C:\Users\fernando\Downloads\mimikatz.exe"" ","",
"2025-03-28T16:00:38.373Z","10.0.1.44","Medium","50","A suspicious process related to a likely malicious file was launched. Review any binaries involved as they might be related to malware.","""C:\Users\fernando\Downloads\mimikatz.exe"" ","",
"2025-03-28T16:00:14.62Z","10.0.1.44","High","70","A file written to the file system meets the on-sensor machine learning high confidence threshold for malicious files. Detection is based on a high degree of entropy, packing, anti-malware evasion, or other similarity to known malware.","C:\Windows\Explorer.EXE","@{filename=SharpHound-v2.6.1.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178388},@{filename=SharpHound.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178370},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads; timestamp=1743177614},@{filename=keepass.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178251},@{filename=backup.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178401},@{filename=KeePass.exe.config.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178251},@{filename=KeePass.config.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178176},@{filename=SharpHound.exe; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178369},@{filename=keepass.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178176},@{filename=Scripts.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178401}",
"2025-03-28T16:00:14.11Z","10.0.1.44","High","70","A process has written a suspicious file to disk. Adversaries may write a malicious file to a commonly trusted directory, use a benign name, or a mismatched file extension. This is done for the sake of evading defenses and observation. Check the activity and surrounding events are expected in your environment.","C:\Windows\Explorer.EXE","@{filename=Scripts.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178401},@{filename=mimikatz.exe; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads; timestamp=1743177614},@{filename=SharpHound.exe.config; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178370},@{filename=KeePass.exe.config.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178251},@{filename=keepass.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178251},@{filename=backup.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178401},@{filename=SharpHound.ps1; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178370},@{filename=KeePass.config.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178176},@{filename=SharpHound.lnk; filepath=\Device\HarddiskVolume1\Users\fernando\AppData\Roaming\Microsoft\Windows\Recent; timestamp=1743178388},@{filename=SharpHound.exe; filepath=\Device\HarddiskVolume1\Users\fernando\Downloads\SharpHound-v2.6.1; timestamp=1743178369}",
"2025-03-28T15:21:19.943Z","10.0.1.11","Low","30","A file written to the file-system was classified as Adware/PUP based on its SHA256 hash.","System","@{filename=dHYbVSFH.exe; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743175279}",
"2025-03-28T15:21:19.943Z","10.0.1.11","Low","30","This file is classified as Adware/PUP based on its SHA256 hash.","C:\Windows\dHYbVSFH.exe","",
