SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27511,2025-03-28T08:39:04Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2642,1896",,,10.0.3.30,104.17.253.239,,Network Traffic,
Low,27512,2025-03-28T08:39:04Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"1896,69",,,10.0.3.30,8.8.8.8,,Network Traffic,
Low,27513,2025-03-28T08:39:04Z,Indicator,Indicator,HTTP Request to Suspicious TLD .download,HTTP Request to Suspicious TLD .download,Suspicious TLD Signatures,"2642,1896",,,10.0.3.30,104.17.253.239,,Network Traffic,
Low,27514,2025-03-28T08:39:04Z,Indicator,Indicator,DNS Query to Suspicious TLD .download,DNS Query to Suspicious TLD .download,Suspicious TLD Signatures,"1896,69",,,10.0.3.30,8.8.8.8,,Network Traffic,
Low,27517,2025-03-28T08:40:56Z,Indicator,Indicator,TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),Nmap Signatures,"2914,1896",,,10.0.3.30,10.0.3.1,,Network Traffic,
Low,27610,2025-03-28T08:37:58Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.3.30.,SSH Authentication Failure,"1896,2896",,,10.0.242.127,10.0.3.30,,853113e0-96b8-4889-8394-a95c5e043be7,
Low,27612,2025-03-28T08:37:58Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.3.30.,SSH Authentication Failure,"1896,2896",,,10.0.242.127,10.0.3.30,,a27d8813-e11e-4050-a27f-9d70fdd7263e,
Low,28087,2025-03-28T08:50:36Z,Indicator,Indicator,DNS Query to Suspicious TLD .cc,DNS Query to Suspicious TLD .cc,Suspicious TLD Signatures,"69,1896",,,10.0.3.30,8.8.8.8,,Network Traffic,
Low,29139,2025-03-28T08:55:51Z,Indicator,Threat Behavior,HTTP Request .bash_history,HTTP Request .bash_history,HTTP Hunting Signatures,"1896,1791",,,10.0.3.30,10.0.3.12,,Network Traffic,
Medium,29360,2025-03-28T08:50:36Z,Communication,Threat Behavior,Multiple Suricata Alerts,"Asset 1896 involved in 11 unique Suricata alerts: ['9006773', '9908343', '9006264', '20240042', '9003999', '20240048', '9004028', '9005422', '2027758', '9003897', '2013504']; ['ET POLICY GNU/Linux APT User-Agent Outbound likely related to package management', ""403 'Forbidden'"", 'DNS Query to Suspicious TLD .cc', 'TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible)', 'ET DNS Query for .cc TLD', 'HTTP Request to Suspicious TLD .download', 'HTTP GET to IP', 'DNS Query to Suspicious TLD .download', 'HTTP Request .bash_history']. IPs: 8.8.8.8 10.0.3.30.",Multiple Suricata Alerts,"69,1896",,,10.0.3.30,8.8.8.8,,,
Low,29426,2025-03-28T08:58:13Z,Communication,Configuration,Detected 878 New Global User Agent between 2025-03-28T08:45:37.227Z and 2025-03-28T08:58:13.955Z,"Sample New Global User Agent values include:
  dst__port: ('',);
  dst_asset_id: 1732, 45, 1841, 1754, 1810, 1791;
  uuid: 05c37c80-0db6-4e8b-a597-4c7287f31aac, 122a67d4-c331-4c7f-9c66-6a17c6562446, e8dfc6af-48d4-441e-8a64-dd7e56bb4405, 09486360-d9b2-4a33-b166-5c10106eb991, 00f6e664-6450-4756-ae38-5f68cf51665c, 05b20a51-2ad7-4183-926d-c5b11c96b7e8, 7ab249ab-01d4-4fcb-86a8-211661aca4f1, 0b7d22c6-d7c0-4920-a1e5-266ce319424e, 05965efd-7ead-4749-a034-9141383b0f69, 3b5cc11f-45cc-430b-bc20-208eb86dc788;
  dst_ip: 10.0.7.12, 10.0.6.11, 10.0.3.12, 10.0.9.11, 10.0.6.12, 10.0.1.11;
  src__mac: ;
  src_ip: 10.0.7.30, 10.0.9.30, 10.0.1.30, 10.0.6.30, 10.0.3.30;
  dst__mac: ;
  protocol: ;
  src_asset_id: 1898, 1896, 1921, 1914, 151;
  dst__ip: ;
  host: interact.sh, 10.0.7.12, 10.0.6.11, 10.0.9.11, 10.0.6.12, 127.0.0.1, localhost, oast.online;
  src__port: ('',);
  user_agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.7.25, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.79, Mozilla/5.0 (Knoppix; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.7.23, Mozilla/5.0 (Macintosh; Intel Mac OS X 14.0) AppleWebKit/618.25.8 (KHTML, like Gecko) Version/17.3 Safari/618.25.8, Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.0 Safari/537.36, Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.4.24;
  src__ip: ;",User Agent First Seen Globally,"1732,1898,45,1810,1921,151,1754,1914,1841,1896,1791",,,"10.0.6.30,10.0.9.30,10.0.1.30,10.0.7.30,10.0.3.30","10.0.9.11,10.0.1.11,10.0.6.12,10.0.6.11,10.0.7.12,10.0.3.12",,"05c37c80-0db6-4e8b-a597-4c7287f31aac, 122a67d4-c331-4c7f-9c66-6a17c6562446, e8dfc6af-48d4-441e-8a64-dd7e56bb4405, 09486360-d9b2-4a33-b166-5c10106eb991, 00f6e664-6450-4756-ae38-5f68cf51665c, 05b20a51-2ad7-4183-926d-c5b11c96b7e8, 7ab249ab-01d4-4fcb-86a8-211661aca4f1, 0b7d22c6-d7c0-4920-a1e5-266ce319424e, 05965efd-7ead-4749-a034-9141383b0f69, 3b5cc11f-45cc-430b-bc20-208eb86dc788",
Low,29429,2025-03-28T08:55:52Z,Communication,Indicator,Failed HTTP Logon,"Asset 1791 (10.0.3.12) returned an HTTP response code of 403 'Forbidden' to asset 1896 (10.0.3.30), which represents a failed logon attempt via HTTP by asset 1896. Logon attempts that result in HTTP status codes such as 401 'Unauthorized', 403 'Forbidden', or 407 'Proxy Authentication Required' can occur legitimately when users mistype credentials or attempt to access resources they are not authorized to use; however, they can also be indicative of malicious activities, such as unauthorized access attempts, brute force attacks, or the misuse of stolen credentials, where adversaries are testing access controls and trying to gain illicit entry into systems.",HTTP Auth Failure,"1896,1791",,,10.0.3.12,10.0.3.30,,395d3d9a-9239-4167-a21e-c1b476d2b03a,
Low,29454,2025-03-28T08:53:07Z,Communication,Threat Behavior,Interactive Session Pivot,Asset 2896 (10.0.242.127) connected via SSH to asset 1896 (10.0.3.30) to then pivot to asset 1713 (10.0.3.11) via RDP.,Interactive Session Pivots,"2896,1713",,,10.0.242.127,10.0.3.11,,,
Low,29458,2025-03-28T08:54:52Z,Communication,Configuration,Detected 81 NewX509Certificate between 2025-03-28T08:44:56.858Z and 2025-03-28T08:54:52.302Z,"Sample NewX509Certificate values include:
  server: 10.0.5.74, 10.0.1.12, 142.250.185.142, 10.0.12.11, 172.64.146.98, 172.217.16.196, 216.58.206.49, 10.0.1.74, 167.99.69.236, 142.250.180.99;
  subject: , CN=DC1.PLUMETECH.LOCAL, CN=FS1.PLUMETECH.LOCAL, CN=PLCnext HTTPS Interface List, O=PHOENIX CONTACT, OU=PHOENIX CONTACT GmbH & Co KG, L=Blomberg, ST=NRW, C=DE, CN=rabbitmq.dragos.host, CN=CLI1.PLUMETECH.LOCAL, CN=portswigger.net, C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=login.live.com, CN=firefox-settings-attachments.cdn.mozilla.net;
  not_before: , 2025-03-26T02:23:20Z, 2025-03-26T02:16:08Z, 2024-07-12T00:00:00Z, 2025-03-27T01:24:33Z, 2020-06-18T11:57:11Z, 2025-03-19T15:54:29Z, 2025-03-18T00:00:00Z, 2025-03-26T01:13:18Z, 2025-02-22T12:22:46Z;
  server_asset_id: 3505, 403, 3555, 3525, 3543, 3500, 3554, 3492, 3529, 3523;
  dst__port: ('',);
  dns: ;
  uuid: a84733cd-b328-410e-a203-7ecbb9758b08, 2ef05d3a-9e7b-4c79-bc07-5810a67fe27a, a4706e37-8116-43ec-895e-cd023c06d5e6, ea3ab917-24e8-492c-91e3-8a0e98462a7d, 7bb78275-39d5-4dda-bdce-6609a2ffc0bd, 296a190a-57ba-47ad-b18d-fe84975a9e33, af3d9534-dbc7-4043-a256-64e07b76118d, 98eca439-2b72-4c69-bd0e-67a63a5893e5, 07805bb1-8f28-42fc-a345-2630d007f89c, bc5a0420-78b5-4c81-8276-f1ca9b391280;
  issuer: , CN=DC1.PLUMETECH.LOCAL, CN=FS1.PLUMETECH.LOCAL, CN=PLCnext HTTPS Interface List, O=PHOENIX CONTACT, OU=PHOENIX CONTACT GmbH & Co KG, L=Blomberg, ST=NRW, C=DE, C=US, O=Let's Encrypt, CN=R10, CN=CLI1.PLUMETECH.LOCAL, C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA, C=US, O=Amazon, CN=Amazon RSA 2048 M02, CN=dragos.host Intermediate Authority, DC=LOCAL, DC=PLUMETECH, CN=PLUMETECH-DC1-CA;
  client_asset_id: 1898, 1709, 1896, 1910, 2896, 72, 151;
  src__mac: ;
  not_after: , 2026-03-27T01:24:33Z, 2025-05-23T12:22:45Z, 2025-08-09T23:59:59Z, 9999-12-31T23:59:59Z, 2025-09-25T02:23:20Z, 2025-09-25T01:13:18Z, 2025-09-25T02:16:08Z, 2026-09-18T03:54:59Z, 2025-09-18T23:59:59Z;
  dst__mac: ;
  protocol: ;
  dst__ip: ;
  client: 10.0.242.127, 10.0.3.29, 10.0.1.30, 10.0.6.30, 10.42.0.32, 10.0.3.30, 10.0.12.30;
  src__port: ('',);
  src__ip: ;",X509 Certificate First Seen,"2896,3505,403,3555,3525,3543,3500,3554,3492,3529,3523,1898,1709,1896,1910,72,151",,,"216.82.192.11,20.190.159.71,142.250.186.163,52.213.86.164,104.21.80.1,104.196.155.173,142.250.185.142,172.217.16.206,3.233.158.24,142.250.185.251","10.0.242.127,10.0.6.30,10.0.3.29,10.0.3.30,10.0.12.30,10.42.0.32,10.0.1.30",,"a84733cd-b328-410e-a203-7ecbb9758b08, 2ef05d3a-9e7b-4c79-bc07-5810a67fe27a, a4706e37-8116-43ec-895e-cd023c06d5e6, ea3ab917-24e8-492c-91e3-8a0e98462a7d, 7bb78275-39d5-4dda-bdce-6609a2ffc0bd, 296a190a-57ba-47ad-b18d-fe84975a9e33, af3d9534-dbc7-4043-a256-64e07b76118d, 98eca439-2b72-4c69-bd0e-67a63a5893e5, 07805bb1-8f28-42fc-a345-2630d007f89c, bc5a0420-78b5-4c81-8276-f1ca9b391280",
Low,29498,2025-03-28T08:46:36Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.3.30.,SSH Authentication Failure,"2896,1896",,,10.0.242.127,10.0.3.30,,5f2363a7-b204-4a42-b285-3317f2ed9014,
