"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T16:12:55.995Z",,,,"Techniques: Rundll32",,"","@{agent_ids=e7ef9a20ba894f1d92a84f03caf31242; domain=1.0.0.127.in-addr.arpa. DC1.PLUMETECH.LOCAL _ldap._tcp.CLI1. _ldap._tcp.Default-First-Site-Name._sites.CLI1. _ldap._tcp.Default-First-Site-Name._sites.dc1.plumetech.local. _ldap._tcp.dc1.plumetech.local. dc1.plumetech.local jump.plumetech-ot.local; file_name=mstsc.exe rundll32.exe something64.exe winPEASany.exe; image_file_name=\Device\HarddiskVolume1\Users\Nina\Documents\something64.exe \Device\HarddiskVolume1\Users\Nina\something64.exe \Device\HarddiskVolume1\Users\alice\Downloads\winPEASany.exe \Device\HarddiskVolume1\Windows\System32\mstsc.exe \Device\HarddiskVolume1\Windows\System32\rundll32.exe; ipv4=10.0.10.11 10.0.10.44 169.254.169.254; process=10124 10608 2160 5104 5336 6252 7388 772 8256 9976; sha256=68e50f484067be28fb9248545db234c0288a9a94cb033a5436a557dd309e9705 92804faaab2175dc501d73e814663058c78c0a042675a8937266357bcfb96c50 a7588f6e98fb78d31e1b2368ca38f742038fe6846bf351b0ab09996679d1878d a9c3b97f77c2908b9c9f3c4f46a3c58217da3f3bb6fb9bbaeed59560a493d49b cb642e19add36851188765fe429e485b62403879d2ce5bac98ae13ea4e55c1e6; username=alice@PLUMETECH.LOCAL nina@PLUMETECH.LOCAL}"
"2025-03-28T15:48:54.036Z","10.0.10.29","High","70","A suspicious process read lsass memory. Adversaries often use this to steal credentials. If credentials were dumped, change your passwords and review the process tree.","something64.exe","",
"2025-03-28T15:48:54.034Z","10.0.10.29","High","70","The LSASS process was accessed from the mimikatz hack tool.","something64.exe","",
"2025-03-28T15:48:54.032Z","10.0.10.29","Critical","90","A process launched that shares characteristics with mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate the process tree.","something64.exe","",
"2025-03-28T15:46:09.232Z","10.0.10.29","High","70","A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","something64.exe","",
"2025-03-28T15:46:09.232Z","10.0.10.29","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","something64.exe","",
"2025-03-28T15:42:09.802Z","10.0.10.29","High","70","A process has written a suspicious file to disk. Adversaries may write a malicious file to a commonly trusted directory, use a benign name, or a mismatched file extension. This is done for the sake of evading defenses and observation. Check the activity and surrounding events are expected in your environment.","""C:\Windows\system32\mstsc.exe"" ","",
"2025-03-28T15:41:59.125Z","10.0.10.44","High","70","A process accessed data from the local file system. This might indicate an attempt to steal information. Review the accessed files and process tree.","""\\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1\SharpHound.exe"" ","@{filename=SharpHound.exe; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176520},@{filename=SharpHound.exe; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176521},@{filename=SharpHound.exe.config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176521},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176526},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176522},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176524}",
"2025-03-28T15:41:58.565Z","10.0.10.44","High","70","A process gathered information about the operating system or hardware. Adversaries can use this to identify system vulnerabilities. Review the process tree.","""\\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1\SharpHound.exe"" ","@{filename=SharpHound.exe; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176521},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176524},@{filename=SharpHound.exe.config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176521},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176522},@{filename=SharpHound.exe; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176520},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176526}",
"2025-03-28T15:41:58.565Z","10.0.10.44","Low","30","This file meets the Adware/PUP Anti-malware ML algorithm's low-confidence threshold.","""\\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1\SharpHound.exe"" ","@{filename=SharpHound.exe; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176521},@{filename=SharpHound.exe.config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176521},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176522},@{filename=SharpHound.exe; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176520},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176524},@{filename=SharpHound.exe.Config; filepath=\Device\Mup\tsclient\C\Users\alice\Downloads\SharpHound-v2.6.1; timestamp=1743176526}",
