SEVERITY,ID,OCCURRED_AT,TYPE,DETECTION_QUADS,SUMMARY,CONTENT,DETECTION,ASSET_IDS,SOURCE_HOST_NAME,DESTINATION_HOST_NAME,SOURCE_IP,DESTINATION_IP,OTHER_IP,SOURCE,PACKET_CAPTURE_STATE
Low,27476,2025-03-28T08:29:44Z,Communication,Configuration,New SMB Communication detected,New SMB_TreeInfo (version: ) traffic between Asset:1721 and Asset:1723,New SMB Communication Detection,"1721,1723",,,10.0.11.12,10.0.11.11,,d5fb156c-c9c2-4ac1-9c2d-f1e42e8b667e,
Low,27516,2025-03-28T08:40:32Z,Indicator,Indicator,TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),TCP SYN with ECE/CWR Flags + Empty Payload + IP Fragbits Not Set (Nmap -sS window SYN Stealth Scan Possible),Nmap Signatures,1933,,,10.0.11.30,,,Network Traffic,
Low,27608,2025-03-28T08:40:07Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,a42f4277-c93a-4946-80fa-0cbc4b1958a3,
Low,27611,2025-03-28T08:37:09Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,8e3d4f92-1286-4f73-ab8f-54156e0f1ec5,
Low,27615,2025-03-28T08:36:01Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,1121147b-3395-4b9d-b487-6765c90010f7,
Low,27616,2025-03-28T08:36:01Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,7312c7ef-fd3a-4dca-87dc-bd0b832eeb6e,
Low,27628,2025-03-28T08:34:54Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,1cdae6e1-776f-4399-ad3d-8de9ebf97b07,
Low,27629,2025-03-28T08:34:54Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,729d9ab5-5354-4d01-8991-6510d894c65d,
Low,27630,2025-03-28T08:34:54Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,fbc28616-31a1-46cf-8b42-88138cdede8d,
Low,27636,2025-03-28T08:33:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,b43fbde5-20b2-462a-9adf-8c2deea3c68f,
Low,27637,2025-03-28T08:33:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,104ea8ae-1db3-4ad1-8516-221f03b96ad0,
Low,27638,2025-03-28T08:33:46Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,3dfb3ec4-3bc3-4f54-acb4-3cdc1b4f3095,
Low,27645,2025-03-28T08:32:39Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,fdf52146-8568-42d1-8250-976730b2ce8c,
Low,27646,2025-03-28T08:32:39Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,0ded3c16-13bc-441c-8873-108beffdc5c1,
Low,27647,2025-03-28T08:32:39Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,ea8bd28e-09be-4fb1-a2e0-3dc616604907,
Low,27649,2025-03-28T08:32:39Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,f1e2f99f-b641-4049-acae-7ba920072298,
Low,27652,2025-03-28T08:32:39Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,e345b816-6b13-4278-b26d-fe25ee2c956e,
Low,27653,2025-03-28T08:32:22Z,Communication,Configuration,SSH Authentication Failure,SSH authentication failure from 10.0.242.127 to 10.0.11.30.,SSH Authentication Failure,"2896,1933",,,10.0.242.127,10.0.11.30,,38ed139d-2499-4959-9d92-aa52b84805f7,
