"timestamp","Host","severity_name","severity","description","cmdline","files_written","entities"
"2025-03-28T16:02:08.906Z","10.0.5.44","High","70","An unusual process accessed lsass. This might indicate an attempt to dump credentials. Investigate the process tree.","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_u1mprehn.c45.ps1; filepath=\Device\HarddiskVolume1\Users\traceforce\AppData\Local\Temp; timestamp=1743177694},@{filename=nzbz32vr.dll; filepath=\Device\HarddiskVolume1\Users\traceforce\AppData\Local\Temp\nzbz32vr; timestamp=1743177727}",
"2025-03-28T16:02:08.905Z","10.0.5.44","High","70","A process has created a memory dump of LSASS","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_u1mprehn.c45.ps1; filepath=\Device\HarddiskVolume1\Users\traceforce\AppData\Local\Temp; timestamp=1743177694},@{filename=nzbz32vr.dll; filepath=\Device\HarddiskVolume1\Users\traceforce\AppData\Local\Temp\nzbz32vr; timestamp=1743177727}",
"2025-03-28T16:02:08.905Z","10.0.5.44","Critical","90","A process appears to be accessing credentials and might be dumping passwords. If this is unexpected, review the process tree.","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","@{filename=__PSScriptPolicyTest_u1mprehn.c45.ps1; filepath=\Device\HarddiskVolume1\Users\traceforce\AppData\Local\Temp; timestamp=1743177694},@{filename=nzbz32vr.dll; filepath=\Device\HarddiskVolume1\Users\traceforce\AppData\Local\Temp\nzbz32vr; timestamp=1743177727}",
"2025-03-28T15:44:33.65Z","10.0.5.43","High","70","A PowerShell script appears to be launching mimikatz, a password dumping utility. This is often launched as part of a PowerShell exploit kit. Decode and review the script.","c:\windows\system32\windowspowershell\v1.0\powershell.exe","",
"2025-03-28T15:41:04.635Z","10.0.5.43","High","70","A suspicious process read lsass memory. Adversaries often use this to steal credentials. If credentials were dumped, change your passwords and review the process tree.","""C:\Users\traceforce\diag64.exe""","",
"2025-03-28T15:41:04.633Z","10.0.5.43","Critical","90","A process launched that shares characteristics with mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate the process tree.","""C:\Users\traceforce\diag64.exe""","",
"2025-03-28T15:41:04.633Z","10.0.5.43","High","70","The LSASS process was accessed from the mimikatz hack tool.","""C:\Users\traceforce\diag64.exe""","",
"2025-03-28T15:40:48.339Z","10.0.5.43","High","70","A process appears to be launching mimikatz, a password dumping utility. mimikatz's primary purpose is to steal passwords. If credentials were dumped, change your passwords and investigate further.","""C:\Users\traceforce\diag64.exe""","",
"2025-03-28T15:40:48.339Z","10.0.5.43","High","70","This file meets the machine learning-based on-sensor AV protection's high confidence threshold for malicious files.","""C:\Users\traceforce\diag64.exe""","",
"2025-03-28T15:25:52.461Z","10.0.5.44","High","70","A suspicious process read lsass memory. Adversaries often use this to steal credentials. If credentials were dumped, change your passwords and review the process tree.","""C:\Users\traceforce\diag64.exe""","",
